wavelength;DO1-blank;DO1-blank2;DO1-blank3;1;0.5;3;DO3side2-blank7;2;blank-do-mppc;do_mppc
618;"-0,004886955";"-0,00462518";"0,529459298";"1,285956025";"0,658546925";"2,746752977";"2,737240314";"1,809138656";"-0,00264632";"1,036152959"
617;"-0,004746973";"-0,004571239";"0,530124426";"1,287379026";"0,659781754";"2,748822451";"2,73998189";"1,809985995";"-0,002591669";"1,036284089"
616;"-0,004679781";"-0,004527127";"0,530557036";"1,288576126";"0,660393536";"2,745794058";"2,737519979";"1,809776902";"-0,002660676";"1,036520243"
615;"-0,004585531";"-0,00461222";"0,53113246";"1,289640427";"0,661065996";"2,751097679";"2,735938072";"1,809820771";"-0,002663558";"1,036774158"
614;"-0,004725054";"-0,004508375";"0,53196168";"1,29143846";"0,661938369";"2,748531103";"2,741448641";"1,810053349";"-0,002600624";"1,036907196"
613;"-0,004672303";"-0,004371191";"0,53223896";"1,292569399";"0,662798584";"2,747927666";"2,738076448";"1,809602141";"-0,002393539";"1,036898971"
612;"-0,004579794";"-0,004586249";"0,532988071";"1,293967128";"0,663786769";"2,749103546";"2,741007805";"1,810731769";"-0,002613129";"1,037049532"
611;"-0,004641674";"-0,004478144";"0,533641517";"1,296248555";"0,664356887";"2,749732256";"2,736472845";"1,810664296";"-0,002451973";"1,036896348"
610;"-0,004657808";"-0,004389027";"0,534231186";"1,297325492";"0,665465295";"2,748518944";"2,73945713";"1,810562849";"-0,002511017";"1,037151456"
609;"-0,004671586";"-0,004656374";"0,534636796";"1,298957705";"0,665975392";"2,747918844";"2,739172697";"1,811225057";"-0,002491457";"1,037033081"
608;"-0,004575798";"-0,004563451";"0,535316587";"1,300021172";"0,666805923";"2,745913506";"2,739007235";"1,811242819";"-0,002654244";"1,037246585"
607;"-0,004294714";"-0,004426182";"0,535733461";"1,301324129";"0,66748625";"2,745462179";"2,739559889";"1,811120272";"-0,002741712";"1,036695361"
606;"-0,004752964";"-0,004533737";"0,536212087";"1,302804708";"0,668130517";"2,747398138";"2,74207902";"1,811388969";"-0,002815376";"1,03724575"
605;"-0,004654069";"-0,004736372";"0,536622524";"1,303717732";"0,668765903";"2,746847153";"2,741232395";"1,810939789";"-0,002861822";"1,036872029"
604;"-0,005123197";"-0,004840624";"0,537105799";"1,305264354";"0,669544995";"2,747251272";"2,740200996";"1,810693383";"-0,002983801";"1,037114024"
603;"-0,005002994";"-0,004917363";"0,537565053";"1,306221366";"0,670108199";"2,749910355";"2,740733862";"1,810492039";"-0,003140956";"1,036823034"
602;"-0,005263672";"-0,005020701";"0,537839353";"1,307651043";"0,670689166";"2,745920658";"2,739804745";"1,811067462";"-0,003306737";"1,036795139"
601;"-0,005417448";"-0,00525687";"0,538234115";"1,308576584";"0,671040416";"2,747429371";"2,738562584";"1,811120868";"-0,003367977";"1,036490083"
600;"-0,005476448";"-0,00541392";"0,538481116";"1,309560895";"0,671530485";"2,74686861";"2,740121365";"1,811082721";"-0,003550514";"1,036498666"
599;"-0,005619569";"-0,005585787";"0,538882196";"1,310831904";"0,671955586";"2,745416164";"2,738300562";"1,810921669";"-0,003770649";"1,03629148"
598;"-0,00568728";"-0,005989524";"0,539111316";"1,311332941";"0,672405899";"2,74610734";"2,737709045";"1,810780883";"-0,003943167";"1,036196828"
597;"-0,005999379";"-0,005801368";"0,539606154";"1,312595844";"0,672665775";"2,746418238";"2,740857124";"1,811006546";"-0,004040172";"1,03564775"
596;"-0,006200158";"-0,006162133";"0,539574921";"1,313262463";"0,672913075";"2,748513937";"2,738552332";"1,810682535";"-0,004149361";"1,03576386"
595;"-0,006429514";"-0,0061117";"0,539577186";"1,313820004";"0,673058033";"2,744331837";"2,738921881";"1,808814287";"-0,00437811";"1,035854816"
594;"-0,006409364";"-0,006387325";"0,53941071";"1,314101219";"0,67341125";"2,746981859";"2,739731789";"1,809755445";"-0,004458108";"1,035797238"
593;"-0,006582622";"-0,006552178";"0,539857745";"1,31417644";"0,673305214";"2,745575905";"2,738758802";"1,809943199";"-0,004541524";"1,035722136"
592;"-0,006715031";"-0,006646716";"0,539806724";"1,314574361";"0,673174501";"2,746210575";"2,739275932";"1,809446096";"-0,004647974";"1,035735726"
591;"-0,006744138";"-0,006451805";"0,539390504";"1,314427257";"0,673279762";"2,747816563";"2,738022804";"1,809680939";"-0,004306504";"1,035680413"
590;"-0,006824466";"-0,006904423";"0,539588273";"1,3138026";"0,673148811";"2,746538639";"2,73927474";"1,808845162";"-0,004699601";"1,035865903"
589;"-0,006821204";"-0,006821154";"0,539281488";"1,313626409";"0,672974706";"2,743163347";"2,74065876";"1,810023308";"-0,004747382";"1,035941839"
588;"-0,006866051";"-0,006532289";"0,539260328";"1,312416792";"0,673063934";"2,745631695";"2,741010904";"1,810222626";"-0,00498938";"1,035799384"
587;"-0,006745922";"-0,007014269";"0,538858473";"1,311974645";"0,672294021";"2,746112347";"2,741121531";"1,809839249";"-0,00469366";"1,035955667"
586;"-0,006841998";"-0,006803417";"0,53838855";"1,311187863";"0,672230482";"2,745793581";"2,739192724";"1,809134126";"-0,004896989";"1,036091566"
585;"-0,007000565";"-0,006937339";"0,537734151";"1,309551954";"0,671341896";"2,748355865";"2,739887476";"1,809802294";"-0,00482808";"1,035964251"
584;"-0,006944828";"-0,006978403";"0,537326634";"1,307701945";"0,670776248";"2,744544983";"2,739848614";"1,809259653";"-0,004828745";"1,036038399"
583;"-0,007046718";"-0,006853261";"0,536786497";"1,305943489";"0,669830501";"2,745279312";"2,741857529";"1,808616519";"-0,004731712";"1,036010385"
582;"-0,006924906";"-0,0067395";"0,535750032";"1,30385375";"0,668696821";"2,745240688";"2,738264561";"1,808955073";"-0,004781691";"1,035833478"
581;"-0,006925263";"-0,006892703";"0,535121024";"1,30265522";"0,668119609";"2,746483564";"2,73999548";"1,808994889";"-0,004839703";"1,035944819"
580;"-0,00707132";"-0,006898563";"0,534472942";"1,299453616";"0,666797042";"2,743855476";"2,738537788";"1,809806466";"-0,004717065";"1,036305785"
579;"-0,006794243";"-0,006845973";"0,533467174";"1,297029614";"0,666239321";"2,747048616";"2,740771055";"1,810211778";"-0,004722647";"1,036448121"
578;"-0,006900703";"-0,006769217";"0,532417834";"1,29575026";"0,664755404";"2,747275591";"2,739762068";"1,809863925";"-0,004707847";"1,036365151"
577;"-0,006803417";"-0,00671865";"0,53150475";"1,292721391";"0,664217114";"2,747983932";"2,739792824";"1,809726954";"-0,004851734";"1,036039233"
576;"-0,007020127";"-0,006908805";"0,530489087";"1,290168405";"0,662773788";"2,747145653";"2,742536545";"1,809396625";"-0,004749021";"1,035885453"
575;"-0,006845565";"-0,006730477";"0,529450536";"1,287463188";"0,661485672";"2,746667147";"2,74144268";"1,810227036";"-0,00462641";"1,03632462"
574;"-0,006889594";"-0,006646461";"0,528646767";"1,28428638";"0,660527587";"2,744313002";"2,741972685";"1,808474302";"-0,004682137";"1,036329389"
573;"-0,006991904";"-0,0066304";"0,527182281";"1,282286644";"0,659095407";"2,746067762";"2,741969824";"1,80950141";"-0,004606227";"1,035997748"
572;"-0,006794294";"-0,006713502";"0,526550949";"1,279024124";"0,657856107";"2,748878479";"2,742288589";"1,809134603";"-0,004628459";"1,035993099"
571;"-0,006860497";"-0,006844138";"0,525154352";"1,276220083";"0,65676713";"2,750453234";"2,739612103";"1,809086561";"-0,004778004";"1,03612411"
570;"-0,006872625";"-0,006777576";"0,524466991";"1,272791028";"0,655555427";"2,746380806";"2,740159035";"1,809209347";"-0,004835248";"1,036043525"
569;"-0,006998272";"-0,006812286";"0,523092091";"1,270858407";"0,654493213";"2,74579978";"2,7387321";"1,808587313";"-0,004880352";"1,036186457"
568;"-0,006817433";"-0,006698616";"0,522032023";"1,26777637";"0,65308553";"2,745147228";"2,740436554";"1,809683442";"-0,004841648";"1,03564918"
567;"-0,006422984";"-0,006414363";"0,522012115";"1,265531778";"0,652061105";"2,748052359";"2,737767458";"1,808951378";"-0,004475172";"1,036346436"
566;"-0,006448796";"-0,006345643";"0,520738125";"1,262712955";"0,651201904";"2,745678186";"2,741458416";"1,809252501";"-0,004550285";"1,036081553"
565;"-0,006445174";"-0,00629962";"0,519860029";"1,260165572";"0,64995563";"2,746734142";"2,738339186";"1,810106039";"-0,004551156";"1,036265254"
564;"-0,006384519";"-0,006389825";"0,518814206";"1,257722855";"0,648632586";"2,74715066";"2,738231659";"1,809745431";"-0,004633786";"1,036488414"
563;"-0,006613064";"-0,006502097";"0,517846942";"1,255261421";"0,647818029";"2,744959116";"2,736382961";"1,80904603";"-0,004586249";"1,036555052"
562;"-0,006402732";"-0,006451244";"0,516803861";"1,252697229";"0,64650023";"2,746242762";"2,738310814";"1,809099317";"-0,004623694";"1,036396265"
561;"-0,006742456";"-0,006551056";"0,516036928";"1,250686646";"0,645832002";"2,745233297";"2,740167618";"1,808547258";"-0,004569548";"1,036171675"
560;"-0,006752651";"-0,006619182";"0,515323341";"1,248646855";"0,644847035";"2,746124268";"2,735916615";"1,808726907";"-0,004740213";"1,036336541"
559;"-0,006673584";"-0,006545854";"0,514338017";"1,24668479";"0,643867612";"2,746010065";"2,734985113";"1,808573484";"-0,004875693";"1,036440969"
558;"-0,006735778";"-0,006722474";"0,513771474";"1,244354367";"0,643415213";"2,745742321";"2,735713482";"1,809773207";"-0,004837296";"1,03624475"
557;"-0,006810502";"-0,006807291";"0,512949467";"1,242910147";"0,642483711";"2,743912697";"2,735936165";"1,8088305";"-0,004871393";"1,036028504"
556;"-0,006966227";"-0,006835984";"0,512174547";"1,241423011";"0,641578794";"2,745545149";"2,736973047";"1,809254408";"-0,005109433";"1,036142588"
555;"-0,006971577";"-0,006855401";"0,511592746";"1,239275455";"0,640908539";"2,745644808";"2,736456633";"1,809041619";"-0,005119001";"1,035988808"
554;"-0,007190392";"-0,00671187";"0,511074662";"1,238372684";"0,640038729";"2,746043921";"2,737328768";"1,808533311";"-0,00523774";"1,036030889"
553;"-0,007044527";"-0,007091083";"0,510649741";"1,237123966";"0,639682353";"2,743764162";"2,736420631";"1,808688283";"-0,005279119";"1,035887241"
552;"-0,00749439";"-0,007193192";"0,510100961";"1,236534595";"0,639391482";"2,74597311";"2,737830877";"1,808331728";"-0,005484883";"1,035843134"
551;"-0,007406552";"-0,007161162";"0,509870231";"1,23514986";"0,639041305";"2,745211124";"2,739665747";"1,807615161";"-0,00541709";"1,035868287"
550;"-0,007610548";"-0,007311875";"0,509350836";"1,235086918";"0,638479054";"2,740460157";"2,738255262";"1,807808995";"-0,005559822";"1,035752535"
549;"-0,007452153";"-0,007228429";"0,509047806";"1,233905792";"0,638413012";"2,744639397";"2,735530138";"1,808178425";"-0,005638069";"1,035890579"
548;"-0,007632219";"-0,007707043";"0,509108424";"1,233410954";"0,637746036";"2,743816137";"2,738600254";"1,807378769";"-0,00571988";"1,035278797"
547;"-0,007754036";"-0,007518765";"0,508868277";"1,2333076";"0,63762337";"2,744873762";"2,733353138";"1,807702661";"-0,006108688";"1,035401583"
546;"-0,007818212";"-0,007685274";"0,508686841";"1,233118892";"0,637921929";"2,742622852";"2,737261534";"1,80842042";"-0,00585955";"1,035273314"
545;"-0,008048035";"-0,007849736";"0,508307278";"1,233949184";"0,637894929";"2,743558884";"2,736804247";"1,808215618";"-0,006034406";"1,03516233"
544;"-0,008007783";"-0,008102869";"0,508457661";"1,23375237";"0,637777686";"2,742976427";"2,737664938";"1,806478381";"-0,006165043";"1,034964085"
543;"-0,0081455";"-0,008013679";"0,508525491";"1,233671188";"0,637909353";"2,742259979";"2,736400366";"1,80717814";"-0,006304008";"1,034918904"
542;"-0,008350927";"-0,00811171";"0,50911665";"1,234353185";"0,638300836";"2,741119146";"2,735666752";"1,806397438";"-0,00625201";"1,034951806"
541;"-0,008345848";"-0,008219422";"0,508946776";"1,235075593";"0,638442099";"2,745839357";"2,734495163";"1,806079865";"-0,006388601";"1,034492373"
540;"-0,008483458";"-0,008440098";"0,509470642";"1,235845208";"0,638967395";"2,74258852";"2,736227512";"1,806007504";"-0,006516224";"1,034803391"
539;"-0,008615187";"-0,008501633";"0,509786487";"1,237268806";"0,639153659";"2,744111538";"2,73410511";"1,8064183";"-0,006685157";"1,034245253"
538;"-0,008668781";"-0,008568693";"0,510037422";"1,238092661";"0,639624059";"2,743104219";"2,735148668";"1,806657314";"-0,006559521";"1,034446597"
537;"-0,008591839";"-0,008514224";"0,510532975";"1,239968181";"0,640432477";"2,742459297";"2,737121344";"1,805875421";"-0,006709067";"1,03416431"
536;"-0,008639397";"-0,008535951";"0,51110208";"1,241287589";"0,641361535";"2,740285873";"2,736049891";"1,80636251";"-0,006840775";"1,034251213"
535;"-0,008558948";"-0,008853265";"0,511817932";"1,2428478";"0,642313778";"2,741758108";"2,737401485";"1,805436373";"-0,006741997";"1,034097433"
534;"-0,008905105";"-0,008735004";"0,512220919";"1,244656444";"0,642527998";"2,741286993";"2,735620975";"1,805684686";"-0,006965463";"1,033580899"
533;"-0,00889846";"-0,008758445";"0,512928069";"1,246999145";"0,643803358";"2,73991251";"2,734636068";"1,805385113";"-0,006829002";"1,033823729"
532;"-0,008833583";"-0,00870334";"0,513637006";"1,249154687";"0,644950628";"2,741057873";"2,735641003";"1,804804087";"-0,006999597";"1,033662319"
531;"-0,008857932";"-0,008799491";"0,514327586";"1,250606298";"0,645592511";"2,742581844";"2,735619545";"1,804542065";"-0,007044324";"1,033405662"
530;"-0,009063833";"-0,008886997";"0,515427232";"1,253106117";"0,646190405";"2,742854357";"2,733475924";"1,804051399";"-0,006989";"1,033370137"
529;"-0,009080362";"-0,008656297";"0,515700281";"1,255600095";"0,647396982";"2,738970518";"2,73751235";"1,804039836";"-0,007048093";"1,033027768"
528;"-0,009010085";"-0,008897548";"0,516236365";"1,256996632";"0,648231924";"2,739455223";"2,735728741";"1,804181933";"-0,007078502";"1,033316135"
527;"-0,008823081";"-0,008902366";"0,517259002";"1,259141445";"0,64901787";"2,743144512";"2,736206293";"1,803210378";"-0,00712261";"1,033066392"
526;"-0,00903625";"-0,008996191";"0,517954528";"1,260901809";"0,649587095";"2,740910769";"2,732933283";"1,803753018";"-0,007086907";"1,032888532"
525;"-0,009012418";"-0,009016069";"0,518678069";"1,262864113";"0,650453925";"2,739308834";"2,731921196";"1,80408442";"-0,007130453";"1,032888532"
524;"-0,009169484";"-0,008899018";"0,519195855";"1,264638543";"0,651908159";"2,74193573";"2,732245445";"1,802651525";"-0,007002042";"1,032482028"
523;"-0,008979152";"-0,008873911";"0,519876242";"1,266414523";"0,652550519";"2,741768599";"2,734678507";"1,803802252";"-0,007288202";"1,03275764"
522;"-0,009153212";"-0,008952578";"0,520181239";"1,267967582";"0,652771473";"2,739761114";"2,732689857";"1,803919554";"-0,007099945";"1,032475114"
521;"-0,009028391";"-0,008955214";"0,521085084";"1,269263983";"0,653382242";"2,73968482";"2,730333328";"1,802517176";"-0,007179291";"1,032438517"
520;"-0,009149411";"-0,009032954";"0,521173835";"1,270545125";"0,654405832";"2,740018845";"2,732546091";"1,80302763";"-0,007115378";"1,032284856"
519;"-0,009150627";"-0,009002377";"0,521824479";"1,27156651";"0,655174971";"2,73809576";"2,733582973";"1,803011656";"-0,007226901";"1,032202601"
518;"-0,008993757";"-0,008941471";"0,522760153";"1,273232818";"0,655677259";"2,7393291";"2,735796928";"1,802389979";"-0,007323074";"1,032741189"
517;"-0,009057901";"-0,009279469";"0,523092389";"1,274054408";"0,656103969";"2,741037369";"2,73372221";"1,803023577";"-0,007129485";"1,032268405"
516;"-0,009115091";"-0,008945934";"0,52334106";"1,275018334";"0,656664312";"2,738992453";"2,733386517";"1,802594185";"-0,007135902";"1,032269239"
515;"-0,009062211";"-0,008920524";"0,523555338";"1,276501656";"0,65707463";"2,739899397";"2,734644413";"1,802395582";"-0,007037345";"1,03188765"
514;"-0,00879599";"-0,00903909";"0,523931384";"1,277455568";"0,657566488";"2,74200058";"2,729861736";"1,801023841";"-0,007373977";"1,031751633"
513;"-0,0092111";"-0,009236999";"0,524351001";"1,277717113";"0,658187985";"2,742456913";"2,732978344";"1,801679254";"-0,007290035";"1,031661391"
512;"-0,009163097";"-0,009207754";"0,524580121";"1,278781056";"0,658174634";"2,73875308";"2,733017206";"1,802445889";"-0,007238409";"1,031611085"
511;"-0,009110578";"-0,008850222";"0,524789095";"1,279416203";"0,658466101";"2,739333153";"2,730911493";"1,801525116";"-0,007260811";"1,031496644"
510;"-0,009197364";"-0,00920005";"0,52470237";"1,278993607";"0,658670485";"2,740981579";"2,728258133";"1,800563812";"-0,007207552";"1,031392574"
509;"-0,009102619";"-0,009006028";"0,524833143";"1,279274821";"0,659040928";"2,736151218";"2,730888605";"1,801430345";"-0,007352191";"1,031591296"
508;"-0,009133493";"-0,008819581";"0,525091291";"1,278892398";"0,658727765";"2,737486601";"2,730534315";"1,800989509";"-0,007311264";"1,031354427"
507;"-0,009251291";"-0,008923314";"0,524963558";"1,279319406";"0,658798873";"2,734916925";"2,732975483";"1,799915075";"-0,007347508";"1,031361103"
506;"-0,008967995";"-0,009283878";"0,524367452";"1,279265881";"0,659238815";"2,739810705";"2,732218742";"1,799969673";"-0,007236779";"1,031062841"
505;"-0,009022001";"-0,009186618";"0,52449286";"1,279028177";"0,658380032";"2,737926722";"2,733914375";"1,799783826";"-0,007388026";"1,030918002"
504;"-0,00905567";"-0,008967487";"0,524755001";"1,27859807";"0,658707559";"2,74104166";"2,729343176";"1,799922824";"-0,007410267";"1,030614614"
503;"-0,009132226";"-0,00911869";"0,524077356";"1,277505279";"0,658530653";"2,738129139";"2,734451532";"1,799453497";"-0,007196095";"1,029986739"
502;"-0,009281344";"-0,008995836";"0,523626208";"1,277088761";"0,658035696";"2,737581968";"2,729539871";"1,799033523";"-0,007380085";"1,030211568"
501;"-0,009250886";"-0,008999689";"0,523568928";"1,276476264";"0,657385528";"2,735283136";"2,733702898";"1,79996562";"-0,007526499";"1,030168653"
500;"-0,009315752";"-0,009027427";"0,522976756";"1,275089145";"0,657547534";"2,734553099";"2,729413509";"1,798810959";"-0,007309991";"1,030086637"
499;"-0,009321478";"-0,009178558";"0,522697628";"1,274338126";"0,656774938";"2,736197233";"2,730834961";"1,79801631";"-0,007399936";"1,030017853"
498;"-0,009464048";"-0,008953744";"0,52236855";"1,273573637";"0,656513572";"2,734021187";"2,729126692";"1,79854846";"-0,007512506";"1,029428124"
497;"-0,009184691";"-0,009400064";"0,521767378";"1,272191048";"0,656083286";"2,732624769";"2,730194807";"1,797478795";"-0,007512709";"1,029692292"
496;"-0,009258387";"-0,00943036";"0,521422982";"1,271263242";"0,655590713";"2,734041929";"2,727020741";"1,798349738";"-0,007642088";"1,029589534"
495;"-0,009400267";"-0,009295989";"0,520656526";"1,270407319";"0,654818416";"2,734927416";"2,727499008";"1,79794836";"-0,007509656";"1,0293051"
494;"-0,009353654";"-0,009317424";"0,52019161";"1,268416405";"0,654717147";"2,733912706";"2,727932453";"1,79765296";"-0,007377846";"1,028924108"
493;"-0,009335261";"-0,009535923";"0,519620955";"1,26629281";"0,653510988";"2,736831665";"2,727248907";"1,797597885";"-0,007491083";"1,029035449"
492;"-0,0095381";"-0,009687028";"0,519152224";"1,265396357";"0,653218389";"2,731715918";"2,724975348";"1,796081901";"-0,007679577";"1,028661609"
491;"-0,009559321";"-0,009440947";"0,518589079";"1,264113903";"0,652162552";"2,73470068";"2,728436232";"1,795530796";"-0,007832195";"1,028595567"
490;"-0,009630319";"-0,009683282";"0,517836988";"1,262904525";"0,651499748";"2,73298049";"2,726621628";"1,797412872";"-0,007941247";"1,028011203"
489;"-0,009823252";"-0,009710317";"0,517028451";"1,260761499";"0,65065372";"2,734392166";"2,728271246";"1,795409679";"-0,007940077";"1,027816534"
488;"-0,009738618";"-0,009788277";"0,5161255";"1,259033084";"0,649953485";"2,734837532";"2,726956844";"1,795552492";"-0,008183352";"1,027813673"
487;"-0,010098404";"-0,009986755";"0,515226543";"1,256486654";"0,648993492";"2,733809233";"2,72364068";"1,795107007";"-0,008151293";"1,02729547"
486;"-0,01016365";"-0,009854429";"0,514531791";"1,254544139";"0,648130357";"2,735274553";"2,727309227";"1,795134783";"-0,008216578";"1,026675224"
485;"-0,010306853";"-0,010013216";"0,513427734";"1,252263904";"0,647020519";"2,73225522";"2,727194786";"1,794308901";"-0,008357783";"1,026390433"
484;"-0,010300129";"-0,010440811";"0,512392581";"1,249799967";"0,646372616";"2,732832909";"2,722982883";"1,794157982";"-0,008502293";"1,026383638"
483;"-0,010456428";"-0,010673697";"0,511575222";"1,246782422";"0,644905448";"2,732406616";"2,726784945";"1,794027805";"-0,008639752";"1,025687695"
482;"-0,010577202";"-0,010478008";"0,510388255";"1,244960189";"0,64349854";"2,731417418";"2,725666523";"1,792705774";"-0,009015511";"1,025382757"
481;"-0,010817792";"-0,010550119";"0,509252727";"1,242267132";"0,64268893";"2,729077578";"2,723284245";"1,793033242";"-0,008837437";"1,025466561"
480;"-0,010744059";"-0,010851877";"0,508267045";"1,239192367";"0,641676724";"2,72986722";"2,721841812";"1,792673707";"-0,009022052";"1,025031567"
479;"-0,010899945";"-0,011056785";"0,507389128";"1,237458348";"0,640223205";"2,729408503";"2,723174095";"1,791324735";"-0,009186364";"1,024469733"
478;"-0,01098501";"-0,010959316";"0,506090224";"1,234753132";"0,638925016";"2,730928898";"2,719017029";"1,792191267";"-0,009248503";"1,024312377"
477;"-0,011279606";"-0,010827539";"0,505043447";"1,231982827";"0,638030648";"2,727677822";"2,721384048";"1,791603804";"-0,009071337";"1,023436666"
476;"-0,011126883";"-0,011009744";"0,503724694";"1,229310632";"0,636757374";"2,723814964";"2,724738598";"1,790654898";"-0,009220527";"1,022980332"
475;"-0,011051234";"-0,011006514";"0,502986193";"1,226929426";"0,635961294";"2,728488207";"2,721188068";"1,791492224";"-0,009374226";"1,02312541"
474;"-0,011128498";"-0,011249691";"0,502134204";"1,22490418";"0,634592235";"2,726776838";"2,722134829";"1,789553642";"-0,009161931";"1,02282846"
473;"-0,011259982";"-0,011057795";"0,500686467";"1,222507954";"0,633540332";"2,729726791";"2,720420122";"1,789658189";"-0,009367943";"1,022589564"
472;"-0,01131537";"-0,010963708";"0,499991119";"1,220773935";"0,632854819";"2,726121902";"2,721440077";"1,790119052";"-0,00930278";"1,022115231"
471;"-0,010939577";"-0,011575312";"0,498985291";"1,218779922";"0,631857455";"2,727069378";"2,717598677";"1,788038015";"-0,00947428";"1,02186811"
470;"-0,011621082";"-0,011266541";"0,498355359";"1,215768933";"0,631078959";"2,725885391";"2,7139709";"1,789701343";"-0,009225798";"1,021849871"
469;"-0,011563466";"-0,011426274";"0,497645766";"1,214189172";"0,630080521";"2,7261374";"2,717939854";"1,788632989";"-0,009410704";"1,021636128"
468;"-0,011616194";"-0,011336857";"0,496982426";"1,213040233";"0,629576802";"2,723976135";"2,717261553";"1,789905906";"-0,009366727";"1,021131516"
467;"-0,011381189";"-0,01147685";"0,496287346";"1,210986733";"0,628801823";"2,722418785";"2,718343973";"1,787996888";"-0,009447179";"1,021122932"
466;"-0,011584689";"-0,011503119";"0,495916009";"1,210544109";"0,628423512";"2,723396301";"2,711075783";"1,786988854";"-0,009230613";"1,020626664"
465;"-0,011409633";"-0,011327979";"0,4955163";"1,209030747";"0,628341794";"2,724111795";"2,717979431";"1,787976503";"-0,009383395";"1,019806027"
464;"-0,011655961";"-0,011102105";"0,495399654";"1,208939195";"0,627768874";"2,72165513";"2,71193409";"1,787592411";"-0,009286462";"1,019955277"
463;"-0,011525655";"-0,011433939";"0,495161742";"1,208658814";"0,628033876";"2,725062609";"2,712862015";"1,78657794";"-0,009350817";"1,019626141"
462;"-0,011177747";"-0,011243991";"0,495513737";"1,209126472";"0,628259003";"2,723371506";"2,716042757";"1,786608338";"-0,009319907";"1,019530177"
461;"-0,011627434";"-0,011538965";"0,495690316";"1,209919333";"0,628494442";"2,722066164";"2,715069056";"1,786113143";"-0,009325026";"1,018580317"
460;"-0,011416592";"-0,011257006";"0,496172398";"1,211070061";"0,629192948";"2,720360041";"2,713043213";"1,786850452";"-0,009203345";"1,018732071"
459;"-0,011275318";"-0,011238895";"0,497031897";"1,21282196";"0,630172491";"2,720667601";"2,710498571";"1,785400391";"-0,009451687";"1,017824411"
458;"-0,011418408";"-0,011372818";"0,497887462";"1,214728951";"0,631434619";"2,719839811";"2,709380865";"1,784846544";"-0,009403611";"1,017763019"
457;"-0,011639934";"-0,01166967";"0,499098003";"1,218151212";"0,632361352";"2,719964266";"2,706066132";"1,784351707";"-0,009380407";"1,017095208"
456;"-0,011393747";"-0,011409481";"0,500119746";"1,221451163";"0,633475363";"2,721175909";"2,706597805";"1,784509182";"-0,009470937";"1,016645789"
455;"-0,011616294";"-0,011424005";"0,501741409";"1,225606084";"0,635609746";"2,718454838";"2,708429098";"1,784608483";"-0,00954438";"1,016675353"
454;"-0,011471707";"-0,011614832";"0,503174126";"1,22978282";"0,637432575";"2,718437195";"2,706703901";"1,783536553";"-0,009497073";"1,016568303"
453;"-0,011354359";"-0,011549955";"0,505009532";"1,234934688";"0,6396662";"2,716661692";"2,710802078";"1,783210039";"-0,009454474";"1,015743494"
452;"-0,01171281";"-0,011551115";"0,507011652";"1,239179254";"0,64158982";"2,716216803";"2,703911543";"1,782288432";"-0,009547976";"1,015648723"
451;"-0,011671233";"-0,011687209";"0,509189963";"1,244768262";"0,644448161";"2,714023352";"2,705631495";"1,782859206";"-0,009553395";"1,015369534"
450;"-0,011638875";"-0,011578538";"0,51121217";"1,250810862";"0,647466302";"2,714790344";"2,702993155";"1,781384706";"-0,009579933";"1,014749646"
449;"-0,011604046";"-0,011755341";"0,51356566";"1,256496668";"0,649151385";"2,712616682";"2,701904297";"1,780549884";"-0,009752437";"1,01416254"
448;"-0,011993063";"-0,011577833";"0,515824676";"1,261980891";"0,652424693";"2,711754322";"2,703470945";"1,780619979";"-0,009654826";"1,013952136"
447;"-0,011671484";"-0,011760531";"0,517954588";"1,268085122";"0,654887021";"2,710963964";"2,702554941";"1,780077934";"-0,00978615";"1,013633013"
446;"-0,012105204";"-0,0117179";"0,520049453";"1,273836255";"0,657869458";"2,711367369";"2,700183868";"1,779556632";"-0,009670218";"1,012952685"
445;"-0,011889809";"-0,011765872";"0,5221138";"1,279170632";"0,660035074";"2,70766449";"2,697392464";"1,778919816";"-0,009908224";"1,013207078"
444;"-0,011896105";"-0,011941942";"0,524134934";"1,284245491";"0,662612557";"2,709630728";"2,700626373";"1,778048396";"-0,009590415";"1,012562156"
443;"-0,012059486";"-0,011857267";"0,525530934";"1,28855288";"0,664228201";"2,707368135";"2,698585272";"1,778383493";"-0,009454372";"1,011802793"
442;"-0,012113865";"-0,011951261";"0,526817739";"1,291609526";"0,665933669";"2,706050873";"2,694525003";"1,777683139";"-0,009561954";"1,011472344"
441;"-0,011969342";"-0,012154795";"0,528217495";"1,294090033";"0,66754657";"2,709509373";"2,698841572";"1,77700448";"-0,009677308";"1,011058211"
440;"-0,011956902";"-0,012302124";"0,528584302";"1,295148969";"0,667499602";"2,707942009";"2,694413185";"1,776412725";"-0,009446925";"1,010629892"
439;"-0,01195121";"-0,011804569";"0,528891265";"1,295945883";"0,668000042";"2,707723379";"2,696389914";"1,776997685";"-0,009274198";"1,010305762"
438;"-0,011892932";"-0,011782802";"0,528467596";"1,296604395";"0,668051958";"2,706546068";"2,694186687";"1,775614858";"-0,009409234";"1,009937644"
437;"-0,012072879";"-0,012004697";"0,527750313";"1,294943571";"0,667331517";"2,705062628";"2,694090366";"1,775972486";"-0,009888135";"1,008877754"
436;"-0,012112605";"-0,012318882";"0,527396321";"1,293784618";"0,666924834";"2,703799009";"2,693276167";"1,775107861";"-0,010281776";"1,008265853"
