wavelength;DO1-blank;DO1-blank2;DO1-blank3;1;0.5;3;DO3side2-blank7;2;blank-do-mppc;do_mppc
719;"-0,003204583";"-0,003029149";"0,4306072";"1,021648884";"0,544354796";"2,726288557";"2,714179516";"1,802137494";"-0,00111255";"1,034006"
718;"-0,00238906";"-0,002395805";"0,43147859";"1,023010612";"0,54507184";"2,730230331";"2,717768669";"1,802721143";"-0,000423547";"1,034345984"
717;"-0,00335986";"-0,003189371";"0,43083474";"1,02260685";"0,544816136";"2,726891994";"2,720601082";"1,802083254";"-0,001228104";"1,03356576"
716;"-0,003220977";"-0,003207821";"0,431066603";"1,023104668";"0,544948757";"2,726705313";"2,71542263";"1,801249504";"-0,001270642";"1,033663511"
715;"-0,003273802";"-0,003380614";"0,431207985";"1,023817301";"0,5452227";"2,727983952";"2,715893745";"1,801800251";"-0,001669693";"1,033898234"
714;"-0,00341688";"-0,003426177";"0,431343466";"1,025038242";"0,545470357";"2,726542473";"2,71391654";"1,802731037";"-0,001471555";"1,033801079"
713;"-0,003597292";"-0,003574751";"0,432075471";"1,026106596";"0,546079159";"2,729361773";"2,719022512";"1,800825834";"-0,00144751";"1,033604622"
712;"-0,003531514";"-0,003644835";"0,432152748";"1,02721262";"0,546435475";"2,731486082";"2,720337152";"1,801822066";"-0,001698779";"1,033478618"
711;"-0,003481134";"-0,003772856";"0,432533383";"1,028448224";"0,546922505";"2,729561806";"2,720614433";"1,801290154";"-0,001603829";"1,033526301"
710;"-0,003591285";"-0,003877339";"0,433053523";"1,030353069";"0,54735446";"2,731718779";"2,71767807";"1,802680492";"-0,001672375";"1,033208251"
709;"-0,003725533";"-0,003691192";"0,433578521";"1,031113505";"0,5480932";"2,733745575";"2,718370438";"1,803631902";"-0,001616053";"1,033450961"
708;"-0,003577062";"-0,003636107";"0,434155405";"1,033043504";"0,548672378";"2,729235172";"2,718897104";"1,801830649";"-0,00169553";"1,033407688"
707;"-0,00344287";"-0,003663111";"0,434844166";"1,034824133";"0,549753189";"2,731092453";"2,720139265";"1,802589536";"-0,001805825";"1,033630252"
706;"-0,003430184";"-0,003830233";"0,435782075";"1,036789536";"0,550481081";"2,732699394";"2,716631413";"1,802405715";"-0,001496114";"1,033786058"
705;"-0,003445644";"-0,00355986";"0,436494589";"1,04007268";"0,551593959";"2,734764576";"2,724346161";"1,802037477";"-0,00151866";"1,033430696"
704;"-0,003418986";"-0,003583788";"0,437113345";"1,041137218";"0,552378476";"2,730051041";"2,720913887";"1,803292751";"-0,001509219";"1,033312678"
703;"-0,003296821";"-0,003248161";"0,438210845";"1,044751644";"0,553497672";"2,733613968";"2,724774361";"1,803907275";"-0,001181174";"1,034074545"
702;"-0,003256177";"-0,003626609";"0,439121038";"1,047077537";"0,554839194";"2,737883091";"2,722209454";"1,803502679";"-0,001071392";"1,034059882"
701;"-0,003118597";"-0,003156118";"0,440509647";"1,050055385";"0,55614531";"2,73099494";"2,721116543";"1,803758144";"-0,001337486";"1,033759236"
700;"-0,003214707";"-0,003244769";"0,441940963";"1,053110361";"0,557669699";"2,737356901";"2,723917484";"1,804117322";"-0,001159385";"1,033680081"
699;"-0,003304116";"-0,003183666";"0,442533135";"1,056143403";"0,558950782";"2,734305382";"2,72489953";"1,803442121";"-0,001119677";"1,034353375"
698;"-0,002964056";"-0,00321666";"0,444130749";"1,059429646";"0,56065011";"2,7369349";"2,723413467";"1,803819299";"-0,001020054";"1,033476114"
697;"-0,002906308";"-0,00322961";"0,445727557";"1,063870907";"0,562171698";"2,735297441";"2,728087902";"1,803443789";"-0,001169815";"1,033962131"
696;"-0,003090479";"-0,003152418";"0,447084844";"1,067625046";"0,564486027";"2,735037088";"2,724497557";"1,805965424";"-0,001185924";"1,034357309"
695;"-0,003056859";"-0,003063285";"0,448770851";"1,070954323";"0,565987885";"2,735132217";"2,727936506";"1,805022597";"-0,000732473";"1,034381628"
694;"-0,002862902";"-0,003109807";"0,450490326";"1,075979352";"0,568305492";"2,735041142";"2,727298975";"1,803500652";"-0,001031831";"1,03460896"
693;"-0,002811827";"-0,003068683";"0,452484101";"1,080328226";"0,569784582";"2,739050865";"2,725549221";"1,805461645";"-0,000849264";"1,034384847"
692;"-0,002930632";"-0,002767537";"0,454183698";"1,085436225";"0,572953105";"2,7398808";"2,727701664";"1,805048466";"-0,00079697";"1,035030007"
691;"-0,002817742";"-0,002701222";"0,456365913";"1,090731859";"0,574923515";"2,734451294";"2,726356268";"1,807201743";"-0,00072596";"1,034509897"
690;"-0,002830859";"-0,00275766";"0,458086729";"1,096097589";"0,577562332";"2,738778591";"2,725670815";"1,806001663";"-0,000875461";"1,034523726"
689;"-0,002591463";"-0,003015627";"0,46044308";"1,101809502";"0,579945505";"2,739492893";"2,732716084";"1,806456447";"-0,000970415";"1,034461737"
688;"-0,002704772";"-0,002755499";"0,4624452";"1,10699439";"0,5823856";"2,740291834";"2,724961281";"1,80629158";"-0,000938801";"1,034815788"
687;"-0,002618635";"-0,002618841";"0,464761347";"1,112735152";"0,584815145";"2,743354797";"2,72934413";"1,807288289";"-0,000743636";"1,035027623"
686;"-0,002561355";"-0,002652958";"0,467010289";"1,118719339";"0,587963879";"2,742129564";"2,731873989";"1,806903958";"-0,000770149";"1,035096288"
685;"-0,002436066";"-0,002725712";"0,469248742";"1,124440551";"0,590831101";"2,739740849";"2,7292099";"1,807154775";"-0,000710299";"1,035172462"
684;"-0,002712849";"-0,002729364";"0,472277701";"1,131205559";"0,593713105";"2,735790253";"2,72787714";"1,806715369";"-0,000662744";"1,035201073"
683;"-0,002818514";"-0,002806838";"0,474808365";"1,137809873";"0,596477091";"2,739281416";"2,734536171";"1,807567239";"-0,000677787";"1,035029173"
682;"-0,002595065";"-0,002896537";"0,476983428";"1,144018769";"0,599820554";"2,738345623";"2,732021809";"1,806167126";"-0,000712108";"1,035295725"
681;"-0,002629545";"-0,002475551";"0,479900807";"1,15081203";"0,602816701";"2,74156785";"2,729595423";"1,807418466";"-0,000711902";"1,035624385"
680;"-0,002546327";"-0,002592183";"0,48251158";"1,157441497";"0,605729401";"2,743006229";"2,731393576";"1,806658745";"-0,00071185";"1,035616994"
679;"-0,002575766";"-0,002413207";"0,484772742";"1,164573073";"0,608770192";"2,742763758";"2,727073908";"1,808513999";"-0,000645323";"1,035802245"
678;"-0,002590485";"-0,002577876";"0,487613648";"1,17073977";"0,611554503";"2,74275279";"2,730565548";"1,808418632";"-0,000741466";"1,03582418"
677;"-0,002572163";"-0,002518121";"0,490025699";"1,177309155";"0,614593446";"2,744562626";"2,732438326";"1,807582498";"-0,000552573";"1,035862923"
676;"-0,0024703";"-0,002530937";"0,492557287";"1,183864474";"0,617707551";"2,743262053";"2,730803013";"1,809050679";"-0,00042484";"1,036163807"
675;"-0,002495833";"-0,002389523";"0,494774491";"1,190762162";"0,620697975";"2,746030569";"2,730577707";"1,807697535";"-0,000524495";"1,035825014"
674;"-0,002699575";"-0,002367949";"0,497445345";"1,196531415";"0,623549044";"2,745246887";"2,735517502";"1,808100343";"-0,000587266";"1,036082387"
673;"-0,002578442";"-0,002301212";"0,499967873";"1,203117371";"0,626377165";"2,742878914";"2,732485294";"1,807479978";"-0,000432288";"1,036202312"
672;"-0,002404248";"-0,002402704";"0,501929581";"1,208485126";"0,629281044";"2,743777514";"2,736893177";"1,80793643";"-0,000327231";"1,035799742"
671;"-0,002494082";"-0,002372686";"0,504259944";"1,214557886";"0,63165915";"2,746367216";"2,736606598";"1,809143662";"-0,000291585";"1,036463618"
670;"-0,002490685";"-0,002367537";"0,506311119";"1,220038176";"0,634450376";"2,745954752";"2,734358788";"1,808328867";"-0,00030664";"1,036739469"
669;"-0,002012468";"-0,001919339";"0,508699954";"1,226161122";"0,636802435";"2,746479511";"2,735688686";"1,809036851";"-7,67E-05";"1,03687489"
668;"-0,001807733";"-0,001301613";"0,511147559";"1,230980992";"0,639245749";"2,743055344";"2,734484196";"1,808516145";"0,000214907";"1,037299395"
667;"-0,001752048";"-0,001565863";"0,51291132";"1,235472679";"0,641537547";"2,745342731";"2,735152006";"1,809108973";"8,04E-05";"1,037064791"
666;"-0,00227366";"-0,002208608";"0,513982534";"1,240355253";"0,643184662";"2,745250702";"2,735461235";"1,809010386";"5,59E-06";"1,036882043"
665;"-0,002347816";"-0,002127319";"0,515546501";"1,244184375";"0,645026326";"2,748609066";"2,736540556";"1,810563803";"-0,000237775";"1,036450982"
664;"-0,002435345";"-0,002353789";"0,517133176";"1,248096108";"0,646873653";"2,746707201";"2,736477613";"1,809613228";"-0,000427581";"1,036658287"
663;"-0,002290037";"-0,002509731";"0,518503189";"1,251918435";"0,648139834";"2,747643948";"2,73598814";"1,809377909";"-0,000460629";"1,036666274"
662;"-0,00257906";"-0,002446002";"0,519670546";"1,255678773";"0,649505973";"2,747512341";"2,736048937";"1,810172439";"-0,00067329";"1,036675453"
661;"-0,002875605";"-0,002629287";"0,520960927";"1,258468151";"0,651297391";"2,744403601";"2,735132217";"1,80933547";"-0,00054978";"1,036696792"
660;"-0,00284238";"-0,002756116";"0,521992743";"1,262290359";"0,652307212";"2,748395443";"2,737286329";"1,810167909";"-0,000798986";"1,03641212"
659;"-0,002691086";"-0,002892371";"0,523194671";"1,265005946";"0,65363127";"2,745445728";"2,735248566";"1,809447646";"-0,000828957";"1,036762357"
658;"-0,00262939";"-0,00276301";"0,524296284";"1,268075347";"0,654538095";"2,74669981";"2,736167908";"1,810795188";"-0,000952025";"1,036558867"
657;"-0,002948013";"-0,002697517";"0,52523005";"1,270050883";"0,655902147";"2,747007847";"2,737103939";"1,810020924";"-0,000920099";"1,036416411"
656;"-0,002952332";"-0,002680692";"0,525893629";"1,272205949";"0,656385362";"2,74953723";"2,736202478";"1,80942297";"-0,001035188";"1,036722779"
655;"-0,003001437";"-0,002929604";"0,526570618";"1,273958564";"0,657183945";"2,744061232";"2,737251282";"1,809273362";"-0,001144617";"1,036884427"
654;"-0,003221542";"-0,003119985";"0,526873946";"1,276003957";"0,657378674";"2,746872425";"2,737564087";"1,810394406";"-0,001368194";"1,036794066"
653;"-0,003329086";"-0,0030766";"0,527567864";"1,277563572";"0,658209086";"2,745979548";"2,739233732";"1,810721397";"-0,001365665";"1,036527753"
652;"-0,003385083";"-0,003280173";"0,527870417";"1,279322267";"0,658252716";"2,745664835";"2,739790916";"1,810181499";"-0,001241217";"1,036357999"
651;"-0,003370751";"-0,003267636";"0,528411388";"1,280691624";"0,658738077";"2,747092009";"2,73814106";"1,80972147";"-0,001317821";"1,03686285"
650;"-0,003578397";"-0,003583377";"0,528468788";"1,281863928";"0,659103453";"2,747643709";"2,73986268";"1,809623718";"-0,001676552";"1,03621006"
649;"-0,003632718";"-0,003479645";"0,528937876";"1,282125473";"0,659235656";"2,748133898";"2,736862421";"1,809845328";"-0,001644834";"1,036204457"
648;"-0,003903148";"-0,003738519";"0,529030263";"1,282814026";"0,659027994";"2,746661186";"2,733788252";"1,809009314";"-0,00176963";"1,036451101"
647;"-0,003852914";"-0,003643038";"0,528894544";"1,283523798";"0,659265816";"2,747654438";"2,737577438";"1,80970943";"-0,001907535";"1,036202788"
646;"-0,004081307";"-0,004023553";"0,528858066";"1,283881187";"0,659058094";"2,74541688";"2,737816572";"1,809760213";"-0,002188931";"1,036071181"
645;"-0,004064433";"-0,003782248";"0,528746724";"1,284489512";"0,6586532";"2,745466232";"2,736567259";"1,808274031";"-0,002070799";"1,035727382"
644;"-0,00423745";"-0,004026785";"0,528992355";"1,284527659";"0,658586979";"2,748793364";"2,738142014";"1,808864117";"-0,002242294";"1,035954952"
643;"-0,004413166";"-0,004097155";"0,528675079";"1,284180403";"0,658308446";"2,74565053";"2,736584425";"1,808940768";"-0,002278243";"1,036041141"
642;"-0,004609864";"-0,004357762";"0,52856946";"1,284605265";"0,658145309";"2,742703676";"2,734385967";"1,809461355";"-0,002411868";"1,035891652"
641;"-0,004554076";"-0,004601258";"0,528505921";"1,283751369";"0,657393932";"2,74703002";"2,734671831";"1,809291482";"-0,002408625";"1,035813928"
640;"-0,004640547";"-0,004472815";"0,528242946";"1,283599734";"0,656966925";"2,745000362";"2,736770153";"1,809037924";"-0,00247205";"1,035829306"
639;"-0,004967576";"-0,004663289";"0,527750194";"1,283656955";"0,656758905";"2,748210669";"2,736947775";"1,80898273";"-0,002668343";"1,035515189"
638;"-0,004736782";"-0,004675069";"0,527790666";"1,283011675";"0,65634197";"2,746468306";"2,739333153";"1,809056282";"-0,002776025";"1,035658479"
637;"-0,004682393";"-0,00459634";"0,52741611";"1,282395959";"0,655813992";"2,741410255";"2,736046791";"1,809111357";"-0,0027395";"1,035675287"
636;"-0,004954627";"-0,004932003";"0,527042151";"1,282165766";"0,655437827";"2,747715712";"2,736211538";"1,808733225";"-0,002944208";"1,035524249"
635;"-0,005075969";"-0,00499849";"0,526941538";"1,281415939";"0,655486047";"2,745565653";"2,737924337";"1,807958245";"-0,002932895";"1,035553336"
634;"-0,004927703";"-0,005037538";"0,5265674";"1,281326771";"0,655011594";"2,742730379";"2,739227533";"1,80827117";"-0,00299028";"1,035349369"
633;"-0,004933897";"-0,005053249";"0,526475072";"1,280264854";"0,654813826";"2,744087696";"2,737184525";"1,808492422";"-0,002994959";"1,03526032"
632;"-0,005083849";"-0,005060925";"0,526650667";"1,280576944";"0,654394507";"2,743403196";"2,736209393";"1,808379054";"-0,002930169";"1,035293579"
631;"-0,005208991";"-0,005035645";"0,526273906";"1,280240893";"0,654209256";"2,746860981";"2,738718748";"1,809375048";"-0,003096956";"1,035259247"
630;"-0,005137778";"-0,004995266";"0,526388884";"1,279726863";"0,654031217";"2,747323751";"2,73853898";"1,808311343";"-0,003085184";"1,035202026"
629;"-0,005117619";"-0,005109126";"0,52633065";"1,279805779";"0,654230654";"2,744254351";"2,738483667";"1,808781505";"-0,003086881";"1,03531599"
628;"-0,005086561";"-0,005268225";"0,526295006";"1,279831886";"0,654382289";"2,747273445";"2,736531258";"1,809195757";"-0,003091559";"1,035315156"
627;"-0,005139467";"-0,005032114";"0,526265383";"1,279963374";"0,654548824";"2,747295618";"2,737006664";"1,809381366";"-0,003029098";"1,035655618"
626;"-0,005257995";"-0,004863458";"0,526478887";"1,280317783";"0,654759526";"2,744829178";"2,738708019";"1,808001995";"-0,002994959";"1,035532951"
625;"-0,005198249";"-0,005083593";"0,526546001";"1,280192375";"0,655176342";"2,746558428";"2,736759901";"1,809533";"-0,003127232";"1,03555274"
624;"-0,005027201";"-0,005060771";"0,526831031";"1,280900002";"0,655288398";"2,746240377";"2,737591267";"1,809919953";"-0,002916953";"1,035919905"
623;"-0,00501108";"-0,004834531";"0,527161062";"1,281117439";"0,655905426";"2,747490406";"2,738577366";"1,80938828";"-0,00279871";"1,035533071"
622;"-0,00510667";"-0,004891102";"0,527710915";"1,282229424";"0,656425118";"2,74505949";"2,737547398";"1,809776664";"-0,002926981";"1,036144972"
621;"-0,004903696";"-0,004812515";"0,528031528";"1,282916546";"0,656895697";"2,746333361";"2,738521814";"1,809558988";"-0,002826127";"1,03619945"
620;"-0,005017477";"-0,004768889";"0,528361321";"1,283892155";"0,65765363";"2,7471807";"2,739658833";"1,809432507";"-0,002666182";"1,036355972"
619;"-0,004833814";"-0,004836477";"0,529006541";"1,285181522";"0,658146918";"2,746211767";"2,738732338";"1,80985868";"-0,002796087";"1,036133766"
