405,68346;0,34257
407,72012;0,35539
409,75679;0,36497
411,79345;0,36713
413,83012;0,38010
415,86678;0,39058
417,83071;0,38741
419,94011;0,39101
422,14650;0,39232
423,89221;0,40410
426,00382;0,40031
428,08677;0,40488
430,29316;0,41502
432,16010;0,41917
434,19676;0,42368
436,15628;0,42753
438,01551;0,41921
439,96731;0,41651
442,00398;0,41318
444,04064;0,40357
446,20931;0,38911
448,11397;0,37930
450,09406;0,37225
452,18730;0,36389
454,22397;0,36199
456,26063;0,35924
458,29730;0,35474
460,33396;0,34738
462,37063;0,34639
464,40729;0,35524
466,44396;0,35160
468,48062;0,35713
470,51729;0,35757
472,55395;0,35205
474,76034;0,35454
476,50605;0,35691
478,57909;0,35187
480,70061;0,35112
482,73728;0,35144
484,65271;0,34359
486,64088;0,33383
488,84727;0,32492
490,88394;0,31410
492,92060;0,30084
494,95726;0,28036
496,99393;0,27042
499,03059;0,24846
501,06726;0,23535
503,10392;0,21379
505,14059;0,19970
507,17725;0,18086
509,21392;0,16511
511,25058;0,14959
513,28725;0,13259
515,32391;0,12227
517,36058;0,10750
519,39724;0,09706
521,43391;0,08911
523,47057;0,08130
525,50724;0,07159
527,54390;0,06851
529,58057;0,06483
531,61723;0,06182
533,65390;0,05960
535,69056;0,05618
537,72723;0,05351
539,76389;0,05504
541,80056;0,05366
543,83722;0,05265
545,87389;0,05182
547,91055;0,04955
549,94722;0,04985
551,98388;0,05065
554,02055;0,04950
556,05721;0,04945
558,09387;0,04949
560,13054;0,05026
562,16720;0,05138
564,20387;0,05341
566,24053;0,05533
568,27720;0,05758
570,31386;0,06081
572,35053;0,06332
574,38719;0,06651
576,42386;0,06928
578,46052;0,07187
580,49719;0,07365
582,53385;0,07632
584,57052;0,07844
586,60718;0,08040
588,64385;0,08226
590,68051;0,08467
592,71718;0,08656
594,75384;0,08812
596,79051;0,08953
598,82717;0,09020
600,86384;0,09147
602,90050;0,09338
604,93717;0,09558
606,97383;0,09738
609,01050;0,10005
611,04716;0,10152
613,08383;0,10427
615,12049;0,10704
617,15716;0,10971
619,19382;0,11166
621,23049;0,11435
623,26715;0,11439
625,30381;0,11634
627,34048;0,11571
629,37714;0,11579
631,41381;0,11532
633,45047;0,11728
635,48714;0,11938
637,52380;0,12469
639,56047;0,13265
641,59713;0,14277
643,63380;0,15651
645,67046;0,17064
647,70713;0,18599
649,74379;0,19727
651,78046;0,20355
653,81712;0,20610
655,85379;0,20696
657,89045;0,21312
659,92712;0,22415
661,96378;0,23893
664,00045;0,25642
666,03711;0,27429
668,07378;0,29004
670,11044;0,30136
672,14711;0,31320
674,18377;0,31884
676,22044;0,31856
678,25710;0,31733
680,29377;0,31437
682,33043;0,29898
684,36710;0,26999
686,40376;0,23141
688,44042;0,18903
690,47709;0,14982
692,51375;0,11618
694,55042;0,08986
696,58708;0,06915
697,77514;0,05687
