wavelength;DO1-blank;DO1-blank2;DO1-blank3;1;DO16-blank5;3;DO3side2-blank7;2;blank;mppc
617;-0.004746973;-0.004571239;0.530124426;1.287.379.026;0.659781754;2.748.822.451;273.998.189;1.809.985.995;-0.002591668861;1.036.284.089
616;-0.004679781;-0.004527127;0.530557036;1.288.576.126;0.660393536;2.745.794.058;2.737.519.979;1.809.776.902;-0.002660676371;1.036.520.243
615;-0.004585531;-0.00461222;0.53113246;1.289.640.427;0.661065996;2.751.097.679;2.735.938.072;1.809.820.771;-0.002663557883;1.036.774.158
614;-0.004725054;-0.004508375;0.53196168;129.143.846;0.661938369;2.748.531.103;2.741.448.641;1.810.053.349;-0.002600623528;1.036.907.196
613;-0.004672303;-0.004371191;0.53223896;1.292.569.399;0.662798584;2.747.927.666;2.738.076.448;1.809.602.141;-0.002393539064;1.036.898.971
612;-0.004579794;-0.004586249;0.532988071;1.293.967.128;0.663786769;2.749.103.546;2.741.007.805;1.810.731.769;-0.002613128629;1.037.049.532
611;-0.004641674;-0.004478144;0.533641517;1.296.248.555;0.664356887;2.749.732.256;2.736.472.845;1.810.664.296;-0.002451973269;1.036.896.348
610;-0.004657808;-0.004389027;0.534231186;1.297.325.492;0.665465295;2.748.518.944;273.945.713;1.810.562.849;-0.00251101749;1.037.151.456
609;-0.004671586;-0.004656374;0.534636796;1.298.957.705;0.665975392;2.747.918.844;2.739.172.697;1.811.225.057;-0.002491456922;1.037.033.081
608;-0.004575798;-0.004563451;0.535316587;1.300.021.172;0.666805923;2.745.913.506;2.739.007.235;1.811.242.819;-0.002654244425;1.037.246.585
607;-0.004294714;-0.004426182;0.535733461;1.301.324.129;0.66748625;2.745.462.179;2.739.559.889;1.811.120.272;-0.00274171168;1.036.695.361
606;-0.004752964;-0.004533737;0.536212087;1.302.804.708;0.668130517;2.747.398.138;274.207.902;1.811.388.969;-0.002815376269;103.724.575
605;-0.004654069;-0.004736372;0.536622524;1.303.717.732;0.668765903;2.746.847.153;2.741.232.395;1.810.939.789;-0.002861821791;1.036.872.029
604;-0.005123197;-0.004840624;0.537105799;1.305.264.354;0.669544995;2.747.251.272;2.740.200.996;1.810.693.383;-0.002983801067;1.037.114.024
603;-0.005002994;-0.004917363;0.537565053;1.306.221.366;0.670108199;2.749.910.355;2.740.733.862;1.810.492.039;-0.003140955931;1.036.823.034
602;-0.005263672;-0.005020701;0.537839353;1.307.651.043;0.670689166;2.745.920.658;2.739.804.745;1.811.067.462;-0.003306736937;1.036.795.139
601;-0.005417448;-0.00525687;0.538234115;1.308.576.584;0.671040416;2.747.429.371;2.738.562.584;1.811.120.868;-0.003367976518;1.036.490.083
600;-0.005476448;-0.00541392;0.538481116;1.309.560.895;0.671530485;274.686.861;2.740.121.365;1.811.082.721;-0.003550514346;1.036.498.666
599;-0.005619569;-0.005585787;0.538882196;1.310.831.904;0.671955586;2.745.416.164;2.738.300.562;1.810.921.669;-0.003770648967;103.629.148
598;-0.00568728;-0.005989524;0.539111316;1.311.332.941;0.672405899;274.610.734;2.737.709.045;1.810.780.883;-0.003943167161;1.036.196.828
597;-0.005999379;-0.005801368;0.539606154;1.312.595.844;0.672665775;2.746.418.238;2.740.857.124;1.811.006.546;-0.004040172324;103.564.775
596;-0.006200158;-0.006162133;0.539574921;1.313.262.463;0.672913075;2.748.513.937;2.738.552.332;1.810.682.535;-0.004149360582;103.576.386
595;-0.006429514;-0.0061117;0.539577186;1.313.820.004;0.673058033;2.744.331.837;2.738.921.881;1.808.814.287;-0.00437811017;1.035.854.816
594;-0.006409364;-0.006387325;0.53941071;1.314.101.219;0.67341125;2.746.981.859;2.739.731.789;1.809.755.445;-0.004458107986;1.035.797.238
593;-0.006582622;-0.006552178;0.539857745;131.417.644;0.673305214;2.745.575.905;2.738.758.802;1.809.943.199;-0.00454152422;1.035.722.136
592;-0.006715031;-0.006646716;0.539806724;1.314.574.361;0.673174501;2.746.210.575;2.739.275.932;1.809.446.096;-0.004647973925;1.035.735.726
591;-0.006744138;-0.006451805;0.539390504;1.314.427.257;0.673279762;2.747.816.563;2.738.022.804;1.809.680.939;-0.004306504037;1.035.680.413
590;-0.006824466;-0.006904423;0.539588273;13.138.026;0.673148811;2.746.538.639;273.927.474;1.808.845.162;-0.004699601326;1.035.865.903
589;-0.006821204;-0.006821154;0.539281488;1.313.626.409;0.672974706;2.743.163.347;274.065.876;1.810.023.308;-0.0047473819;1.035.941.839
588;-0.006866051;-0.006532289;0.539260328;1.312.416.792;0.673063934;2.745.631.695;2.741.010.904;1.810.222.626;-0.004989380017;1.035.799.384
587;-0.006745922;-0.007014269;0.538858473;1.311.974.645;0.672294021;2.746.112.347;2.741.121.531;1.809.839.249;-0.004693660419;1.035.955.667
586;-0.006841998;-0.006803417;0.53838855;1.311.187.863;0.672230482;2.745.793.581;2.739.192.724;1.809.134.126;-0.004896989092;1.036.091.566
585;-0.007000565;-0.006937339;0.537734151;1.309.551.954;0.671341896;2.748.355.865;2.739.887.476;1.809.802.294;-0.004828080069;1.035.964.251
584;-0.006944828;-0.006978403;0.537326634;1.307.701.945;0.670776248;2.744.544.983;2.739.848.614;1.809.259.653;-0.004828745499;1.036.038.399
583;-0.007046718;-0.006853261;0.536786497;1.305.943.489;0.669830501;2.745.279.312;2.741.857.529;1.808.616.519;-0.004731711932;1.036.010.385
582;-0.006924906;-0.0067395;0.535750032;130.385.375;0.668696821;2.745.240.688;2.738.264.561;1.808.955.073;-0.004781690892;1.035.833.478
581;-0.006925263;-0.006892703;0.535121024;130.265.522;0.668119609;2.746.483.564;273.999.548;1.808.994.889;-0.004839702509;1.035.944.819
580;-0.00707132;-0.006898563;0.534472942;1.299.453.616;0.666797042;2.743.855.476;2.738.537.788;1.809.806.466;-0.004717065487;1.036.305.785
579;-0.006794243;-0.006845973;0.533467174;1.297.029.614;0.666239321;2.747.048.616;2.740.771.055;1.810.211.778;-0.004722647369;1.036.448.121
578;-0.006900703;-0.006769217;0.532417834;129.575.026;0.664755404;2.747.275.591;2.739.762.068;1.809.863.925;-0.004707846791;1.036.365.151
577;-0.006803417;-0.00671865;0.53150475;1.292.721.391;0.664217114;2.747.983.932;2.739.792.824;1.809.726.954;-0.0048517338;1.036.039.233
576;-0.007020127;-0.006908805;0.530489087;1.290.168.405;0.662773788;2.747.145.653;2.742.536.545;1.809.396.625;-0.004749021027;1.035.885.453
575;-0.006845565;-0.006730477;0.529450536;1.287.463.188;0.661485672;2.746.667.147;274.144.268;1.810.227.036;-0.004626409616;103.632.462
574;-0.006889594;-0.006646461;0.528646767;128.428.638;0.660527587;2.744.313.002;2.741.972.685;1.808.474.302;-0.0046821367;1.036.329.389
573;-0.006991904;-0.0066304;0.527182281;1.282.286.644;0.659095407;2.746.067.762;2.741.969.824;180.950.141;-0.004606226925;1.035.997.748
572;-0.006794294;-0.006713502;0.526550949;1.279.024.124;0.657856107;2.748.878.479;2.742.288.589;1.809.134.603;-0.004628458526;1.035.993.099
571;-0.006860497;-0.006844138;0.525154352;1.276.220.083;0.65676713;2.750.453.234;2.739.612.103;1.809.086.561;-0.004778004251;103.612.411
570;-0.006872625;-0.006777576;0.524466991;1.272.791.028;0.655555427;2.746.380.806;2.740.159.035;1.809.209.347;-0.004835247993;1.036.043.525
569;-0.006998272;-0.006812286;0.523092091;1.270.858.407;0.654493213;274.579.978;27.387.321;1.808.587.313;-0.004880351946;1.036.186.457
568;-0.006817433;-0.006698616;0.522032023;126.777.637;0.65308553;2.745.147.228;2.740.436.554;1.809.683.442;-0.004841648042;103.564.918
567;-0.006422984;-0.006414363;0.522012115;1.265.531.778;0.652061105;2.748.052.359;2.737.767.458;1.808.951.378;-0.004475171678;1.036.346.436
566;-0.006448796;-0.006345643;0.520738125;1.262.712.955;0.651201904;2.745.678.186;2.741.458.416;1.809.252.501;-0.004550284706;1.036.081.553
565;-0.006445174;-0.00629962;0.519860029;1.260.165.572;0.64995563;2.746.734.142;2.738.339.186;1.810.106.039;-0.004551155958;1.036.265.254
564;-0.006384519;-0.006389825;0.518814206;1.257.722.855;0.648632586;274.715.066;2.738.231.659;1.809.745.431;-0.004633785691;1.036.488.414
563;-0.006613064;-0.006502097;0.517846942;1.255.261.421;0.647818029;2.744.959.116;2.736.382.961;180.904.603;-0.004586248659;1.036.555.052
562;-0.006402732;-0.006451244;0.516803861;1.252.697.229;0.64650023;2.746.242.762;2.738.310.814;1.809.099.317;-0.004623694345;1.036.396.265
561;-0.006742456;-0.006551056;0.516036928;1.250.686.646;0.645832002;2.745.233.297;2.740.167.618;1.808.547.258;-0.004569547717;1.036.171.675
560;-0.006752651;-0.006619182;0.515323341;1.248.646.855;0.644847035;2.746.124.268;2.735.916.615;1.808.726.907;-0.004740212578;1.036.336.541
559;-0.006673584;-0.006545854;0.514338017;124.668.479;0.643867612;2.746.010.065;2.734.985.113;1.808.573.484;-0.004875693005;1.036.440.969
558;-0.006735778;-0.006722474;0.513771474;1.244.354.367;0.643415213;2.745.742.321;2.735.713.482;1.809.773.207;-0.004837295972;103.624.475
557;-0.006810502;-0.006807291;0.512949467;1.242.910.147;0.642483711;2.743.912.697;2.735.936.165;18.088.305;-0.004871392623;1.036.028.504
556;-0.006966227;-0.006835984;0.512174547;1.241.423.011;0.641578794;2.745.545.149;2.736.973.047;1.809.254.408;-0.005109433085;1.036.142.588
555;-0.006971577;-0.006855401;0.511592746;1.239.275.455;0.640908539;2.745.644.808;2.736.456.633;1.809.041.619;-0.005119001027;1.035.988.808
554;-0.007190392;-0.00671187;0.511074662;1.238.372.684;0.640038729;2.746.043.921;2.737.328.768;1.808.533.311;-0.005237739533;1.036.030.889
553;-0.007044527;-0.007091083;0.510649741;1.237.123.966;0.639682353;2.743.764.162;2.736.420.631;1.808.688.283;-0.005279118661;1.035.887.241
552;-0.00749439;-0.007193192;0.510100961;1.236.534.595;0.639391482;274.597.311;2.737.830.877;1.808.331.728;-0.005484883208;1.035.843.134
551;-0.007406552;-0.007161162;0.509870231;123.514.986;0.639041305;2.745.211.124;2.739.665.747;1.807.615.161;-0.005417089909;1.035.868.287
550;-0.007610548;-0.007311875;0.509350836;1.235.086.918;0.638479054;2.740.460.157;2.738.255.262;1.807.808.995;-0.005559822079;1.035.752.535
549;-0.007452153;-0.007228429;0.509047806;1.233.905.792;0.638413012;2.744.639.397;2.735.530.138;1.808.178.425;-0.005638069473;1.035.890.579
548;-0.007632219;-0.007707043;0.509108424;1.233.410.954;0.637746036;2.743.816.137;2.738.600.254;1.807.378.769;-0.005719879642;1.035.278.797
547;-0.007754036;-0.007518765;0.508868277;12.333.076;0.63762337;2.744.873.762;2.733.353.138;1.807.702.661;-0.006108688191;1.035.401.583
546;-0.007818212;-0.007685274;0.508686841;1.233.118.892;0.637921929;2.742.622.852;2.737.261.534;180.842.042;-0.005859549623;1.035.273.314
545;-0.008048035;-0.007849736;0.508307278;1.233.949.184;0.637894929;2.743.558.884;2.736.804.247;1.808.215.618;-0.006034405902;103.516.233
544;-0.008007783;-0.008102869;0.508457661;123.375.237;0.637777686;2.742.976.427;2.737.664.938;1.806.478.381;-0.00616504252;1.034.964.085
543;-0.0081455;-0.008013679;0.508525491;1.233.671.188;0.637909353;2.742.259.979;2.736.400.366;180.717.814;-0.006304008421;1.034.918.904
542;-0.008350927;-0.00811171;0.50911665;1.234.353.185;0.638300836;2.741.119.146;2.735.666.752;1.806.397.438;-0.006252009887;1.034.951.806
541;-0.008345848;-0.008219422;0.508946776;1.235.075.593;0.638442099;2.745.839.357;2.734.495.163;1.806.079.865;-0.006388600916;1.034.492.373
540;-0.008483458;-0.008440098;0.509470642;1.235.845.208;0.638967395;274.258.852;2.736.227.512;1.806.007.504;-0.006516223773;1.034.803.391
539;-0.008615187;-0.008501633;0.509786487;1.237.268.806;0.639153659;2.744.111.538;273.410.511;18.064.183;-0.006685157306;1.034.245.253
538;-0.008668781;-0.008568693;0.510037422;1.238.092.661;0.639624059;2.743.104.219;2.735.148.668;1.806.657.314;-0.006559521426;1.034.446.597
537;-0.008591839;-0.008514224;0.510532975;1.239.968.181;0.640432477;2.742.459.297;2.737.121.344;1.805.875.421;-0.006709066685;103.416.431
536;-0.008639397;-0.008535951;0.51110208;1.241.287.589;0.641361535;2.740.285.873;2.736.049.891;180.636.251;-0.006840774789;1.034.251.213
535;-0.008558948;-0.008853265;0.511817932;12.428.478;0.642313778;2.741.758.108;2.737.401.485;1.805.436.373;-0.00674199732;1.034.097.433
534;-0.008905105;-0.008735004;0.512220919;1.244.656.444;0.642527998;2.741.286.993;2.735.620.975;1.805.684.686;-0.006965462584;1.033.580.899
533;-0.00889846;-0.008758445;0.512928069;1.246.999.145;0.643803358;273.991.251;2.734.636.068;1.805.385.113;-0.006829001941;1.033.823.729
532;-0.008833583;-0.00870334;0.513637006;1.249.154.687;0.644950628;2.741.057.873;2.735.641.003;1.804.804.087;-0.006999596953;1.033.662.319
531;-0.008857932;-0.008799491;0.514327586;1.250.606.298;0.645592511;2.742.581.844;2.735.619.545;1.804.542.065;-0.00704432372;1.033.405.662
530;-0.009063833;-0.008886997;0.515427232;1.253.106.117;0.646190405;2.742.854.357;2.733.475.924;1.804.051.399;-0.006989000365;1.033.370.137
529;-0.009080362;-0.008656297;0.515700281;1.255.600.095;0.647396982;2.738.970.518;273.751.235;1.804.039.836;-0.007048092782;1.033.027.768
528;-0.009010085;-0.008897548;0.516236365;1.256.996.632;0.648231924;2.739.455.223;2.735.728.741;1.804.181.933;-0.007078502327;1.033.316.135
527;-0.008823081;-0.008902366;0.517259002;1.259.141.445;0.64901787;2.743.144.512;2.736.206.293;1.803.210.378;-0.007122609764;1.033.066.392
526;-0.00903625;-0.008996191;0.517954528;1.260.901.809;0.649587095;2.740.910.769;2.732.933.283;1.803.753.018;-0.007086906582;1.032.888.532
525;-0.009012418;-0.009016069;0.518678069;1.262.864.113;0.650453925;2.739.308.834;2.731.921.196;180.408.442;-0.007130452897;1.032.888.532
524;-0.009169484;-0.008899018;0.519195855;1.264.638.543;0.651908159;274.193.573;2.732.245.445;1.802.651.525;-0.007002042141;1.032.482.028
523;-0.008979152;-0.008873911;0.519876242;1.266.414.523;0.652550519;2.741.768.599;2.734.678.507;1.803.802.252;-0.007288201712;103.275.764
522;-0.009153212;-0.008952578;0.520181239;1.267.967.582;0.652771473;2.739.761.114;2.732.689.857;1.803.919.554;-0.007099945098;1.032.475.114
521;-0.009028391;-0.008955214;0.521085084;1.269.263.983;0.653382242;273.968.482;2.730.333.328;1.802.517.176;-0.007179290988;1.032.438.517
520;-0.009149411;-0.009032954;0.521173835;1.270.545.125;0.654405832;2.740.018.845;2.732.546.091;180.302.763;-0.007115377579;1.032.284.856
519;-0.009150627;-0.009002377;0.521824479;127.156.651;0.655174971;273.809.576;2.733.582.973;1.803.011.656;-0.007226901129;1.032.202.601
518;-0.008993757;-0.008941471;0.522760153;1.273.232.818;0.655677259;27.393.291;2.735.796.928;1.802.389.979;-0.007323073689;1.032.741.189
517;-0.009057901;-0.009279469;0.523092389;1.274.054.408;0.656103969;2.741.037.369;273.372.221;1.803.023.577;-0.007129485253;1.032.268.405
516;-0.009115091;-0.008945934;0.52334106;1.275.018.334;0.656664312;2.738.992.453;2.733.386.517;1.802.594.185;-0.007135902066;1.032.269.239
515;-0.009062211;-0.008920524;0.523555338;1.276.501.656;0.65707463;2.739.899.397;2.734.644.413;1.802.395.582;-0.007037344854;103.188.765
514;-0.00879599;-0.00903909;0.523931384;1.277.455.568;0.657566488;274.200.058;2.729.861.736;1.801.023.841;-0.007373976987;1.031.751.633
513;-0.0092111;-0.009236999;0.524351001;1.277.717.113;0.658187985;2.742.456.913;2.732.978.344;1.801.679.254;-0.007290034555;1.031.661.391
512;-0.009163097;-0.009207754;0.524580121;1.278.781.056;0.658174634;273.875.308;2.733.017.206;1.802.445.889;-0.007238408551;1.031.611.085
511;-0.009110578;-0.008850222;0.524789095;1.279.416.203;0.658466101;2.739.333.153;2.730.911.493;1.801.525.116;-0.007260811049;1.031.496.644
510;-0.009197364;-0.00920005;0.52470237;1.278.993.607;0.658670485;2.740.981.579;2.728.258.133;1.800.563.812;-0.007207551971;1.031.392.574
509;-0.009102619;-0.009006028;0.524833143;1.279.274.821;0.659040928;2.736.151.218;2.730.888.605;1.801.430.345;-0.007352191489;1.031.591.296
508;-0.009133493;-0.008819581;0.525091291;1.278.892.398;0.658727765;2.737.486.601;2.730.534.315;1.800.989.509;-0.007311263587;1.031.354.427
507;-0.009251291;-0.008923314;0.524963558;1.279.319.406;0.658798873;2.734.916.925;2.732.975.483;1.799.915.075;-0.007347508334;1.031.361.103
506;-0.008967995;-0.009283878;0.524367452;1.279.265.881;0.659238815;2.739.810.705;2.732.218.742;1.799.969.673;-0.007236779202;1.031.062.841
505;-0.009022001;-0.009186618;0.52449286;1.279.028.177;0.658380032;2.737.926.722;2.733.914.375;1.799.783.826;-0.007388025522;1.030.918.002
504;-0.00905567;-0.008967487;0.524755001;127.859.807;0.658707559;274.104.166;2.729.343.176;1.799.922.824;-0.007410267368;1.030.614.614
503;-0.009132226;-0.00911869;0.524077356;1.277.505.279;0.658530653;2.738.129.139;2.734.451.532;1.799.453.497;-0.007196094841;1.029.986.739
502;-0.009281344;-0.008995836;0.523626208;1.277.088.761;0.658035696;2.737.581.968;2.729.539.871;1.799.033.523;-0.007380085066;1.030.211.568
501;-0.009250886;-0.008999689;0.523568928;1.276.476.264;0.657385528;2.735.283.136;2.733.702.898;179.996.562;-0.007526498754;1.030.168.653
500;-0.009315752;-0.009027427;0.522976756;1.275.089.145;0.657547534;2.734.553.099;2.729.413.509;1.798.810.959;-0.007309990935;1.030.086.637
499;-0.009321478;-0.009178558;0.522697628;1.274.338.126;0.656774938;2.736.197.233;2.730.834.961;179.801.631;-0.007399935741;1.030.017.853
498;-0.009464048;-0.008953744;0.52236855;1.273.573.637;0.656513572;2.734.021.187;2.729.126.692;179.854.846;-0.007512505632;1.029.428.124
497;-0.009184691;-0.009400064;0.521767378;1.272.191.048;0.656083286;2.732.624.769;2.730.194.807;1.797.478.795;-0.007512709126;1.029.692.292
496;-0.009258387;-0.00943036;0.521422982;1.271.263.242;0.655590713;2.734.041.929;2.727.020.741;1.798.349.738;-0.007642087992;1.029.589.534
495;-0.009400267;-0.009295989;0.520656526;1.270.407.319;0.654818416;2.734.927.416;2.727.499.008;179.794.836;-0.00750965625;10.293.051
494;-0.009353654;-0.009317424;0.52019161;1.268.416.405;0.654717147;2.733.912.706;2.727.932.453;179.765.296;-0.007377845701;1.028.924.108
493;-0.009335261;-0.009535923;0.519620955;126.629.281;0.653510988;2.736.831.665;2.727.248.907;1.797.597.885;-0.007491082884;1.029.035.449
492;-0.0095381;-0.009687028;0.519152224;1.265.396.357;0.653218389;2.731.715.918;2.724.975.348;1.796.081.901;-0.007679576986;1.028.661.609
491;-0.009559321;-0.009440947;0.518589079;1.264.113.903;0.652162552;273.470.068;2.728.436.232;1.795.530.796;-0.007832194678;1.028.595.567
490;-0.009630319;-0.009683282;0.517836988;1.262.904.525;0.651499748;273.298.049;2.726.621.628;1.797.412.872;-0.007941246964;1.028.011.203
489;-0.009823252;-0.009710317;0.517028451;1.260.761.499;0.65065372;2.734.392.166;2.728.271.246;1.795.409.679;-0.007940077223;1.027.816.534
488;-0.009738618;-0.009788277;0.5161255;1.259.033.084;0.649953485;2.734.837.532;2.726.956.844;1.795.552.492;-0.008183351718;1.027.813.673
487;-0.010098404;-0.009986755;0.515226543;1.256.486.654;0.648993492;2.733.809.233;272.364.068;1.795.107.007;-0.008151292801;102.729.547
486;-0.01016365;-0.009854429;0.514531791;1.254.544.139;0.648130357;2.735.274.553;2.727.309.227;1.795.134.783;-0.008216577582;1.026.675.224
485;-0.010306853;-0.010013216;0.513427734;1.252.263.904;0.647020519;273.225.522;2.727.194.786;1.794.308.901;-0.008357782848;1.026.390.433
484;-0.010300129;-0.010440811;0.512392581;1.249.799.967;0.646372616;2.732.832.909;2.722.982.883;1.794.157.982;-0.008502293378;1.026.383.638
483;-0.010456428;-0.010673697;0.511575222;1.246.782.422;0.644905448;2.732.406.616;2.726.784.945;1.794.027.805;-0.008639751934;1.025.687.695
482;-0.010577202;-0.010478008;0.510388255;1.244.960.189;0.64349854;2.731.417.418;2.725.666.523;1.792.705.774;-0.00901551079;1.025.382.757
481;-0.010817792;-0.010550119;0.509252727;1.242.267.132;0.64268893;2.729.077.578;2.723.284.245;1.793.033.242;-0.008837437257;1.025.466.561
480;-0.010744059;-0.010851877;0.508267045;1.239.192.367;0.641676724;272.986.722;2.721.841.812;1.792.673.707;-0.0090220524;1.025.031.567
479;-0.010899945;-0.011056785;0.507389128;1.237.458.348;0.640223205;2.729.408.503;2.723.174.095;1.791.324.735;-0.009186363779;1.024.469.733
478;-0.01098501;-0.010959316;0.506090224;1.234.753.132;0.638925016;2.730.928.898;2.719.017.029;1.792.191.267;-0.009248503484;1.024.312.377
477;-0.011279606;-0.010827539;0.505043447;1.231.982.827;0.638030648;2.727.677.822;2.721.384.048;1.791.603.804;-0.009071337059;1.023.436.666
476;-0.011126883;-0.011009744;0.503724694;1.229.310.632;0.636757374;2.723.814.964;2.724.738.598;1.790.654.898;-0.009220526554;1.022.980.332
475;-0.011051234;-0.011006514;0.502986193;1.226.929.426;0.635961294;2.728.488.207;2.721.188.068;1.791.492.224;-0.009374225512;102.312.541
474;-0.011128498;-0.011249691;0.502134204;122.490.418;0.634592235;2.726.776.838;2.722.134.829;1.789.553.642;-0.009161931463;102.282.846
473;-0.011259982;-0.011057795;0.500686467;1.222.507.954;0.633540332;2.729.726.791;2.720.420.122;1.789.658.189;-0.00936794281;1.022.589.564
472;-0.01131537;-0.010963708;0.499991119;1.220.773.935;0.632854819;2.726.121.902;2.721.440.077;1.790.119.052;-0.009302780032;1.022.115.231
471;-0.010939577;-0.011575312;0.498985291;1.218.779.922;0.631857455;2.727.069.378;2.717.598.677;1.788.038.015;-0.00947428029;102.186.811
470;-0.011621082;-0.011266541;0.498355359;1.215.768.933;0.631078959;2.725.885.391;27.139.709;1.789.701.343;-0.009225797839;1.021.849.871
469;-0.011563466;-0.011426274;0.497645766;1.214.189.172;0.630080521;27.261.374;2.717.939.854;1.788.632.989;-0.009410703555;1.021.636.128
468;-0.011616194;-0.011336857;0.496982426;1.213.040.233;0.629576802;2.723.976.135;2.717.261.553;1.789.905.906;-0.009366726503;1.021.131.516
467;-0.011381189;-0.01147685;0.496287346;1.210.986.733;0.628801823;2.722.418.785;2.718.343.973;1.787.996.888;-0.009447178803;1.021.122.932
466;-0.011584689;-0.011503119;0.495916009;1.210.544.109;0.628423512;2.723.396.301;2.711.075.783;1.786.988.854;-0.009230612777;1.020.626.664
465;-0.011409633;-0.011327979;0.4955163;1.209.030.747;0.628341794;2.724.111.795;2.717.979.431;1.787.976.503;-0.009383395314;1.019.806.027
464;-0.011655961;-0.011102105;0.495399654;1.208.939.195;0.627768874;272.165.513;271.193.409;1.787.592.411;-0.009286462329;1.019.955.277
463;-0.011525655;-0.011433939;0.495161742;1.208.658.814;0.628033876;2.725.062.609;2.712.862.015;178.657.794;-0.009350816719;1.019.626.141
462;-0.011177747;-0.011243991;0.495513737;1.209.126.472;0.628259003;2.723.371.506;2.716.042.757;1.786.608.338;-0.009319907054;1.019.530.177
461;-0.011627434;-0.011538965;0.495690316;1.209.919.333;0.628494442;2.722.066.164;2.715.069.056;1.786.113.143;-0.009325025603;1.018.580.317
460;-0.011416592;-0.011257006;0.496172398;1.211.070.061;0.629192948;2.720.360.041;2.713.043.213;1.786.850.452;-0.009203344584;1.018.732.071
459;-0.011275318;-0.011238895;0.497031897;121.282.196;0.630172491;2.720.667.601;2.710.498.571;1.785.400.391;-0.009451687336;1.017.824.411
458;-0.011418408;-0.011372818;0.497887462;1.214.728.951;0.631434619;2.719.839.811;2.709.380.865;1.784.846.544;-0.009403610602;1.017.763.019
457;-0.011639934;-0.01166967;0.499098003;1.218.151.212;0.632361352;2.719.964.266;2.706.066.132;1.784.351.707;-0.0093804067;1.017.095.208
456;-0.011393747;-0.011409481;0.500119746;1.221.451.163;0.633475363;2.721.175.909;2.706.597.805;1.784.509.182;-0.009470936842;1.016.645.789
455;-0.011616294;-0.011424005;0.501741409;1.225.606.084;0.635609746;2.718.454.838;2.708.429.098;1.784.608.483;-0.009544380009;1.016.675.353
454;-0.011471707;-0.011614832;0.503174126;122.978.282;0.637432575;2.718.437.195;2.706.703.901;1.783.536.553;-0.009497073479;1.016.568.303
453;-0.011354359;-0.011549955;0.505009532;1.234.934.688;0.6396662;2.716.661.692;2.710.802.078;1.783.210.039;-0.009454473853;1.015.743.494
452;-0.01171281;-0.011551115;0.507011652;1.239.179.254;0.64158982;2.716.216.803;2.703.911.543;1.782.288.432;-0.009547975846;1.015.648.723
451;-0.011671233;-0.011687209;0.509189963;1.244.768.262;0.644448161;2.714.023.352;2.705.631.495;1.782.859.206;-0.009553395212;1.015.369.534
450;-0.011638875;-0.011578538;0.51121217;1.250.810.862;0.647466302;2.714.790.344;2.702.993.155;1.781.384.706;-0.009579933248;1.014.749.646
449;-0.011604046;-0.011755341;0.51356566;1.256.496.668;0.649151385;2.712.616.682;2.701.904.297;1.780.549.884;-0.009752437472;101.416.254
448;-0.011993063;-0.011577833;0.515824676;1.261.980.891;0.652424693;2.711.754.322;2.703.470.945;1.780.619.979;-0.009654826485;1.013.952.136
447;-0.011671484;-0.011760531;0.517954588;1.268.085.122;0.654887021;2.710.963.964;2.702.554.941;1.780.077.934;-0.009786150418;1.013.633.013
446;-0.012105204;-0.0117179;0.520049453;1.273.836.255;0.657869458;2.711.367.369;2.700.183.868;1.779.556.632;-0.009670218453;1.012.952.685
445;-0.011889809;-0.011765872;0.5221138;1.279.170.632;0.660035074;270.766.449;2.697.392.464;1.778.919.816;-0.009908224456;1.013.207.078
444;-0.011896105;-0.011941942;0.524134934;1.284.245.491;0.662612557;2.709.630.728;2.700.626.373;1.778.048.396;-0.009590415284;1.012.562.156
443;-0.012059486;-0.011857267;0.525530934;128.855.288;0.664228201;2.707.368.135;2.698.585.272;1.778.383.493;-0.009454372339;1.011.802.793
442;-0.012113865;-0.011951261;0.526817739;1.291.609.526;0.665933669;2.706.050.873;2.694.525.003;1.777.683.139;-0.009561954066;1.011.472.344
441;-0.011969342;-0.012154795;0.528217495;1.294.090.033;0.66754657;2.709.509.373;2.698.841.572;177.700.448;-0.00967730768;1.011.058.211
440;-0.011956902;-0.012302124;0.528584302;1.295.148.969;0.667499602;2.707.942.009;2.694.413.185;1.776.412.725;-0.009446925484;1.010.629.892
439;-0.01195121;-0.011804569;0.528891265;1.295.945.883;0.668000042;2.707.723.379;2.696.389.914;1.776.997.685;-0.009274197742;1.010.305.762
438;-0.011892932;-0.011782802;0.528467596;1.296.604.395;0.668051958;2.706.546.068;2.694.186.687;1.775.614.858;-0.009409233928;1.009.937.644
437;-0.012072879;-0.012004697;0.527750313;1.294.943.571;0.667331517;2.705.062.628;2.694.090.366;1.775.972.486;-0.009888134897;1.008.877.754
436;-0.012112605;-0.012318882;0.527396321;1.293.784.618;0.666924834;2.703.799.009;2.693.276.167;1.775.107.861;-0.01028177608;1.008.265.853
435;-0.012411117;-0.012414488;0.526414335;129.163.599;0.666359663;2.701.463.461;2.689.810.038;1.774.448.991;-0.01032550819;1.007.707.834
434;-0.012557353;-0.01226926;0.526103556;1.290.008.903;0.665627599;2.706.958.532;2.691.743.374;177.339.077;-0.01038076263;1.007.612.824
433;-0.012305245;-0.012215908;0.525595546;1.288.776.159;0.665068448;2.699.733.257;2.689.665.794;1.773.830.056;-0.01030028053;10.068.717
