,blanc,,Coupe 694_665,,,Red 620,,,lime 550_15,
568,786.4204,568,8430851,8430064.5796,568,1668.823,882.4026,568,4892.198,4105.7776
569,908.4869,569,8476640,8475731.5131,569,1604.407,695.9201,569,5065.421,4156.9341
570,1324.576,570,8520808,8519483.424,570,1519.382,194.806,570,4851.164,3526.588
571,1081.246,571,8569319,8568237.754,571,1887.343,806.097,571,4463.364,3382.118
572,932.5019,572,8566086,8565153.4981,572,1785.719,853.2171,572,3988.548,3056.0461
573,739.6821,573,8628449,8627709.3179,573,1739.339,999.6569,573,4318.917,3579.2349
574,946.7404,574,8710506,8709559.2596,574,1611.526,664.7856,574,3122.566,2175.8256
575,874.5057,575,8780067,8779192.4943,575,2013.51,1139.0043,575,3823.975,2949.4693
576,965.0524,576,8821127,8820161.9476,576,1724.839,759.7866,576,3121.348,2156.2956
577,765.4078,577,8873272,8872506.5922,577,1923.971,1158.5632,577,2730.904,1965.4962
578,1104.6,578,8883165,8882060.4,578,2146.782,1042.182,578,2105.093,1000.493
579,1007.437,579,8902782,8901774.563,579,2035.962,1028.525,579,2497.782,1490.345
580,1099.06,580,8943955,8942855.94,580,2155.956,1056.896,580,2113.678,1014.618
581,1259.28,581,8977750,8976490.72,581,2497.361,1238.081,581,1835.61,576.33
582,1034.552,582,9009707,9008672.448,582,2543.452,1508.9,582,1896.755,862.203
583,932.7502,583,8988595,8987662.2498,583,2234.396,1301.6458,583,1778.802,846.0518
584,873.2349,584,9033979,9033105.7651,584,2161.384,1288.1491,584,1812.04,938.8051
585,858.582,585,9143900,9143041.418,585,2994.32,2135.738,585,1607.144,748.562
586,1243.225,586,9179506,9178262.775,586,2442.181,1198.956,586,1665.065,421.84
587,1166.705,587,9215202,9214035.295,587,2625.257,1458.552,587,1727.664,560.959
588,1337.861,588,9277357,9276019.139,588,3129.48,1791.619,588,1564.632,226.771
589,1277.902,589,9297140,9295862.098,589,3628.703,2350.801,589,1779.974,502.072
590,872.6221,590,9281344,9280471.3779,590,3996.234,3123.6119,590,2319.484,1446.8619
591,925.2076,591,9330862,9329936.7924,591,4626.779,3701.5714,591,1781.091,855.8834
592,1584.249,592,9379220,9377635.751,592,4333.899,2749.65,592,2003.646,419.397
593,1222.993,593,9414030,9412807.007,593,6233.887,5010.894,593,2140.321,917.328
594,1020.924,594,9451390,9450369.076,594,8312.399,7291.475,594,1733.249,712.325
595,1363.058,595,9451454,9450090.942,595,18450.33,17087.272,595,1458.717,95.6590000000001
596,1372.817,596,9511001,9509628.183,596,59124.5,57751.683,596,1228.302,-144.515
597,1361.186,597,9589412,9588050.814,597,132971.2,131610.014,597,1701.506,340.32
598,1177.484,598,9594186,9593008.516,598,193263.6,192086.116,598,1668.135,490.651
599,964.4556,599,9614654,9613689.5444,599,216655.6,215691.1444,599,1904.254,939.7984
600,972.2585,600,9637605,9636632.7415,600,253798.3,252826.0415,600,1495.814,523.5555
601,1229.209,601,9650855,9649625.791,601,295283.8,294054.591,601,1655.697,426.488
602,1262.11,602,9630053,9628790.89,602,340742.8,339480.69,602,1741.745,479.635
603,1198.24,603,9643973,9642774.76,603,379109.6,377911.36,603,1402.207,203.967
604,1235.967,604,9673814,9672578.033,604,425329.6,424093.633,604,1622.23,386.263
605,1141.736,605,9701758,9700616.264,605,471415.4,470273.664,605,1842.396,700.66
606,1202.851,606,9696983,9695780.149,606,534600.1,533397.249,606,1385.903,183.052
607,1001.741,607,9659170,9658168.259,607,598429.3,597427.559,607,1476.276,474.535
608,1408.539,608,9644414,9643005.461,608,673612.4,672203.861,608,1594.584,186.045
609,1286.766,609,9690273,9688986.234,609,755640.7,754353.934,609,2010.626,723.86
610,946.4215,610,9798100,9797153.5785,610,836487.6,835541.1785,610,1622.477,676.0555
611,1311.714,611,9836886,9835574.286,611,919941.3,918629.586,611,1694.321,382.607
612,1242.761,612,9836466,9835223.239,612,1019367,1018124.239,612,1297.997,55.2360000000001
613,1309.187,613,9849214,9847904.813,613,1112495,1111185.813,613,1671.324,362.137
614,1517.133,614,9892869,9891351.867,614,1231835,1230317.867,614,1882.393,365.26
615,1393.177,615,9962616,9961222.823,615,1359422,1358028.823,615,1705.95,312.773
616,1266.065,616,9987772,9986505.935,616,1504708,1503441.935,616,1640.151,374.086
617,1737.888,617,9904008,9902270.112,617,1655082,1653344.112,617,1795.821,57.933
618,1807.652,618,9914875,9913067.348,618,1837600,1835792.348,618,1311.983,-495.669
619,1855.37,619,9981268,9979412.63,619,2044300,2042444.63,619,2032.084,176.714
620,1517.13,620,9933497,9931979.87,620,2259464,2257946.87,620,1814.625,297.495
621,1409.972,621,9941983,9940573.028,621,2496392,2494982.028,621,1709.984,300.012
622,1875.724,622,9948675,9946799.276,622,2784865,2782989.276,622,1361.389,-514.335
623,1378.529,623,9994895,9993516.471,623,3086377,3084998.471,623,1746.158,367.629
624,1240.831,624,1.00E+07,10005949.169,624,3404590,3403349.169,624,2264.591,1023.76
625,1687.192,625,9948130,9946442.808,625,3733151,3731463.808,625,1843.422,156.23
626,1730.765,626,9919757,9918026.235,626,4083608,4081877.235,626,1825.176,94.4109999999998
627,1496.228,627,9948611,9947114.772,627,4438112,4436615.772,627,1814.592,318.364
628,1352.658,628,9941709,9940356.342,628,4877177,4875824.342,628,1771.361,418.703
629,1593.97,629,9913886,9912292.03,629,5259131,5257537.03,629,2049.418,455.448
630,1544.283,630,9886429,9884884.717,630,5667495,5665950.717,630,1544.283,0
631,1996.656,631,9887025,9885028.344,631,5996342,5994345.344,631,1996.656,0
632,2055.996,632,9891249,9889193.004,632,6396619,6394563.004,632,2190.824,134.828
633,1629.582,633,9866348,9864718.418,633,6672611,6670981.418,633,1867.243,237.661
634,1675.611,634,9784450,9782774.389,634,7017757,7016081.389,634,2188.586,512.975
635,1767.934,635,9811572,9809804.066,635,7323803,7322035.066,635,2322.617,554.683
636,1757.165,636,9794073,9792315.835,636,7334128,7332370.835,636,1827.455,70.29
637,1847.555,637,9730169,9728321.445,637,6733960,6732112.445,637,2096.28,248.725
638,1580.538,638,9589259,9587678.462,638,5191078,5189497.462,638,1472.769,-107.769
639,1927.507,639,9487047,9485119.493,639,3443421,3441493.493,639,1745.658,-181.849
640,1362.381,640,9278676,9277313.619,640,1948185,1946822.619,640,1730.609,368.228
641,1597.521,641,8944837,8943239.479,641,1093420,1091822.479,641,2080.52,482.999
642,1836.777,642,8351416,8349579.223,642,589763.1,587926.323,642,2474.068,637.291
643,1635.965,643,7671633,7669997.035,643,356676.5,355040.535,643,2473.025,837.06
644,2124.041,644,6817437,6815312.959,644,214545.4,212421.359,644,2355.769,231.728
645,2027.315,645,6039853,6037825.685,645,146272.6,144245.285,645,2924.079,896.764
646,2518.988,646,5417816,5415297.012,646,97491.43,94972.442,646,2282.819,-236.169
647,1747.323,647,5128088,5126340.677,647,71049.27,69301.947,647,2501.896,754.573
648,1923.308,648,5060373,5058449.692,648,54565.36,52642.052,648,1963.379,40.0709999999999
649,1785.135,649,5136633,5134847.865,649,45041.51,43256.375,649,2515.463,730.328
650,1807.617,650,5209475,5207667.383,650,36223.75,34416.133,650,3122.348,1314.731
651,2291.202,651,5220924,5218632.798,651,30973.38,28682.178,651,2124.561,-166.641
652,2407.985,652,5155839,5153431.015,652,27518.07,25110.085,652,2112.252,-295.733
653,2697.364,653,5060689,5057991.636,653,21417.01,18719.646,653,2226.371,-470.993
654,2430.144,654,4930791,4928360.856,654,19665.94,17235.796,654,2516.94,86.7960000000003
655,2109.778,655,4766673,4764563.222,655,17279.77,15169.992,655,2329.558,219.78
656,1602.78,656,4607325,4605722.22,656,18127.04,16524.26,656,2404.213,801.433
657,1800.069,657,4423635,4421834.931,657,15350.21,13550.141,657,2700.158,900.089
658,2501.89,658,4333839,4331337.11,658,12830.78,10328.89,658,2774.84,272.95
659,2257.567,659,4193008,4190750.433,659,12165.83,9908.263,659,2626.17,368.603
660,2240.04,660,4051630,4049389.96,660,10268.62,8028.58,660,2520.061,280.021
661,2598.167,661,3869077,3866478.833,661,9496.506,6898.339,661,2125.751,-472.416
662,2008.443,662,3655121,3653112.557,662,9469.853,7461.41,662,2486.669,478.226
663,1842.193,663,3323568,3321725.807,663,7757.551,5915.358,663,3005.756,1163.563
664,2113.503,664,2797919,2795805.497,664,7520.968,5407.465,664,3735.618,1622.115
665,2140.497,665,2044795,2042654.503,665,5476.058,3335.561,665,2488.968,348.471
666,2218.396,666,1486807,1484588.604,666,6403.628,4185.232,666,3428.512,1210.116
667,2759.679,667,1357447,1354687.321,667,4855.189,2095.51,667,3424.09,664.411
668,2175.801,668,1169826,1167650.199,668,5491.658,3315.857,668,3833.676,1657.875
669,2720.549,669,763704.5,760983.951,669,5075.099,2354.55,669,3296.086,575.537
670,2747.545,670,591721.8,588974.255,670,5759.606,3012.061,670,4015.74,1268.195
671,2359.334,671,499527.1,497167.766,671,5201.535,2842.201,671,3914.463,1555.129
672,2340.195,672,436398.3,434058.105,672,5442.625,3102.43,672,3918.58,1578.385
673,3093.311,673,398562.8,395469.489,673,5524.012,2430.701,673,3203.792,110.481
674,2635.276,674,368416.1,365780.824,674,4934.336,2299.06,674,2971.712,336.436
675,1818.898,675,331304.1,329485.202,675,6025.544,4206.646,675,3467.374,1648.476
676,2305.14,676,308097.5,305792.36,676,4552.83,2247.69,676,2996.718,691.578
677,3203.523,677,268686,265482.477,677,5533.579,2330.056,677,3669.519,465.996
678,2708.043,678,232620.5,229912.457,678,5946.249,3238.206,678,4179.911,1471.868
679,3220.943,679,183371.1,180150.157,679,4592.931,1371.988,679,4115.711,894.768
680,3384.553,680,111830.2,108445.647,680,5379.2,1994.647,680,4714.303,1329.75
681,3614.132,681,87778.52,84164.388,681,5023.147,1409.015,681,3185.315,-428.817
682,3228.709,682,80943.14,77714.431,682,5464.167,2235.458,682,2669.87,-558.839
683,2582.013,683,79762.21,77180.197,683,5038.27,2456.257,683,4723.354,2141.341
684,3385.759,684,78923.95,75538.191,684,5941.287,2555.528,684,3641.303,255.544
685,3491.577,685,79105.52,75613.943,685,5237.507,1745.93,685,2780.299,-711.278
686,3468.79,686,77382.44,73913.65,686,5497.875,2029.085,686,3796.053,327.263
687,3990.235,687,78629.32,74639.085,687,4854.85,864.615,687,3724.205,-266.03
688,3919.983,688,76725.02,72805.037,688,5947.739,2027.756,688,4257.934,337.951
689,3068.298,689,77815.46,74747.162,689,5318.559,2250.261,689,3545.614,477.316
690,3921.14,690,82437.95,78516.81,690,5503.48,1582.34,690,4265.12,343.98
691,3621.052,691,77447.23,73826.178,691,4665.657,1044.605,691,3829.971,208.919
692,3524.743,692,79816,76291.257,692,4934.739,1409.996,692,4018.235,493.492
693,3572.045,693,83751.23,80179.185,693,5358.202,1786.157,693,3929.269,357.224
694,3475.463,694,79875.05,76399.587,694,5140.907,1665.444,694,3113.42,-362.043
695,4395.704,695,80598.41,76202.706,695,5787.786,1392.082,695,4249.171,-146.532999999999
696,3780.687,696,80515.55,76734.863,696,6153.079,2372.392,696,4373.771,593.084
697,3757.521,697,78761.05,75003.529,697,4809.694,1052.173,697,4358.759,601.238
698,2895.254,698,82830.15,79934.896,698,5638.329,2743.075,698,3200.03,304.776
699,3537.195,699,85753.25,82216.055,699,5767.333,2230.138,699,4383.094,845.899
700,3569.948,700,83591.88,80021.932,700,6441.667,2871.719,700,5355.045,1785.097
701,4338.309,701,84090.4,79752.091,701,5363.797,1025.488,701,3865.016,-473.293
702,4410.069,702,84356.47,79946.401,702,7056.344,2646.275,702,4811.009,400.94
703,4536.329,703,82786.91,78250.581,703,6804.684,2268.355,703,4374.308,-162.021
704,4010.161,704,80769.96,76759.799,704,6629.253,2619.092,704,4255.693,245.532
705,3479.258,705,88314.43,84835.172,705,7041.659,3562.401,705,4804.767,1325.509
706,3605.934,706,84191.38,80585.446,706,6373.49,2767.556,706,4612.297,1006.363
707,3481.508,707,86612.94,83131.432,707,6029.133,2547.625,707,3821.182,339.674
708,4643.639,708,88487.34,83843.701,708,6363.632,1719.993,708,4729.637,85.9979999999996
709,4609.23,709,91754.69,87145.46,709,6000.792,1391.562,709,4957.117,347.887000000001
710,5365.399,710,89097.62,83732.221,710,5805.215,439.816,710,4925.588,-439.811000000001
711,4003.2,711,87708.09,83704.89,711,6761.17,2757.97,711,4981.815,978.615
712,4319.087,712,85919.73,81600.643,712,7198.709,2879.622,712,6208.818,1889.731
713,4002.416,713,82575.64,78573.224,713,6640.565,2638.149,713,6003.756,2001.34
714,4138.326,714,87351.7,83213.374,714,6621.501,2483.175,714,4138.326,0
715,4273.934,715,92348.72,88074.786,715,5481.856,1207.922,715,4552.683,278.749
716,4224.34,716,89543.48,85319.14,716,7510.2,3285.86,716,6946.894,2722.554
717,5033.889,717,102397.3,97363.411,717,6078.725,1044.836,717,5128.873,94.9839999999995
718,5189.536,718,96963.88,91774.344,718,7592.289,2402.753,718,5670.077,480.541
719,5832.31,719,92524.59,86692.28,719,6804.43,972.12,719,6318.367,486.057
720,5899.634,720,99700.54,93800.906,720,8259.687,2360.053,720,6686.306,786.672
721,4076.223,721,105094.3,101018.077,721,5766.462,1690.239,721,7158.468,3082.245
722,5629.921,722,102442.5,96812.579,722,8042.937,2413.016,722,4825.607,-804.314
723,4559.155,723,106182.8,101623.645,723,9118.721,4559.566,723,4660.475,101.320000000001
724,5819.994,724,98518.77,92698.776,724,7249.567,1429.573,724,4798.894,-1021.1
725,5383.493,725,106531.5,101148.007,725,8386.069,3002.576,725,5694.096,310.602999999999
726,5039.313,726,104244.3,99204.987,726,7979.137,2939.824,726,6404.211,1364.898
727,5094.708,727,103050.6,97955.892,727,7642.247,2547.539,727,7323.797,2229.089
728,4399.809,728,102792.2,98392.391,728,7941.38,3541.571,728,4829.078,429.269
729,5084.824,729,108616.2,103531.376,729,9845.519,4760.695,729,4219.289,-865.535
730,5998.997,730,109613,103614.003,730,8507.864,2508.867,730,7198.875,1199.878
731,6284.836,731,106277,99992.164,731,6836.171,551.335,731,3417.98,-2866.856
732,5461.905,732,108223.1,102761.195,732,7134.024,1672.119,732,5461.905,0
733,5406.819,733,111282.3,105875.481,733,8898.999,3492.18,733,6533.306,1126.487
734,4894.929,734,112690,107795.071,734,7741.012,2846.083,734,4667.249,-227.68
735,5866.285,735,115941.3,110075.015,735,7821.846,1955.561,735,7591.777,1725.492
736,4881.725,736,112965.8,108084.075,736,8368.923,3487.198,736,7671.466,2789.741
737,5158.054,737,114756.7,109598.646,737,6799.348,1641.294,737,7151.06,1993.006
738,3783.545,738,114914.9,111131.355,738,9104.565,5321.02,738,7567.333,3783.788
739,5241.452,739,115896,110654.548,739,8219.755,2978.303,739,6313.624,1072.172
740,7081.283,740,111236.6,104155.317,740,10682.26,3600.977,740,6721.198,-360.085
741,6568.878,741,112376.9,105808.022,741,7055.49,486.612,741,7055.49,486.612
742,5795.435,742,117988.9,112193.465,742,8385.061,2589.626,742,7398.523,1603.088
743,4968.279,743,115366.6,110398.321,743,6086.196,1117.917,743,5216.703,248.424
744,5880.509,744,115835.2,109954.691,744,8758.407,2877.898,744,6881.502,1000.993
745,5675.565,745,119673.4,113997.835,745,7315.268,1639.703,745,6558.477,882.912
746,5721.377,746,115162.3,109440.923,746,7374.315,1652.938,746,7374.315,1652.938
747,6540.472,747,116546,110005.528,747,9490.314,2949.842,747,9105.545,2565.073
748,5950.527,748,117948.4,111997.873,748,8537.884,2587.357,748,7891.035,1940.508
749,7832.509,749,119024.9,111192.391,749,9921.338,2088.829,749,8746.363,913.853999999999
750,5928.146,750,117740.7,111812.554,750,10275.79,4347.644,750,7113.84,1185.694
751,4801.973,751,122291.2,117489.227,751,8537.079,3735.106,751,8670.48,3868.507
752,7024.075,752,126545.3,119521.225,752,12022.42,4998.345,752,7024.075,0
753,6389.981,753,124781.2,118391.219,753,11012.9,4622.919,753,8293.496,1903.515
754,5884.229,754,118877.4,112993.171,754,9168.671,3284.442,754,6979.025,1094.796
755,6071.006,755,126774.1,120703.094,755,9658.669,3587.663,755,7450.854,1379.848
756,5147.63,756,127132.7,121985.07,756,12243.64,7096.01,756,8347.7,3200.07
757,6347.206,757,118716.8,112369.594,757,10578.99,4231.784,757,8180.949,1833.743
758,7723.065,758,127394.1,119671.035,758,9725.478,2002.413,758,10583.67,2860.605
759,6490.672,759,120244.3,113753.628,759,11395.12,4904.448,759,9087.104,2596.432
760,6837.192,760,132494,125656.808,760,10474.26,3637.068,760,6546.234,-290.958
761,5718.351,761,132516.3,126797.949,761,12170.36,6452.009,761,6598.137,879.786
762,7980.839,762,127945,119964.161,762,10789.12,2808.281,762,7389.637,-591.202
763,8802.296,763,134534.8,125732.504,763,11338.74,2536.444,763,7907.1,-895.196
764,6927.919,764,126308.7,119380.781,764,12350.21,5422.291,764,8735.307,1807.388
765,6518.363,765,127892.6,121374.237,765,11066.39,4548.027,765,8489.142,1970.779
766,6561.021,766,133773.2,127212.179,766,10375.83,3814.809,766,7781.738,1220.717
767,9129.845,767,135510.9,126381.055,767,12379.71,3249.865,767,10367.87,1238.025
768,7690.698,768,125028,117337.302,768,11457.85,3767.152,768,8475.506,784.807999999999
769,6790.623,769,137663.6,130872.977,769,13581.83,6791.207,769,10265.12,3474.497
770,10010.79,770,139629.2,129618.41,770,12871.24,2860.45,770,9375.142,-635.648000000001
771,9608.416,771,135104.1,125495.684,771,14733.38,5124.964,771,7526.495,-2081.921
772,6939.81,772,144083.1,137143.29,772,12750.34,5810.53,772,7101.208,161.397999999999
773,7863.673,773,147897.9,140034.227,773,14581.16,6717.487,773,7699.839,-163.834
774,7484.676,774,147489,140004.324,774,16134.48,8649.804,774,7484.676,0
775,7221.071,775,149249.7,142028.629,775,13938.9,6717.829,775,9068.422,1847.351
776,8986.943,776,150529.7,141542.757,776,13226.4,4239.457,776,8817.37,-169.572999999999
777,7551.026,777,146505.5,138954.474,777,12528.2,4977.174,777,8580.763,1029.737
778,6948.251,778,149858,142909.749,778,15113.16,8164.909,778,8685.4,1737.149
779,6683.415,779,148033.4,141349.985,779,13543.24,6859.825,779,8794.073,2110.658
780,8726.969,780,151686,142959.031,780,14961.04,6234.071,780,10686.2,1959.231
781,9581.953,781,153795.5,144213.547,781,17718.37,8136.417,781,10666.77,1084.817
782,10095.48,782,152284.3,142188.82,782,15786.14,5690.66,782,12114.7,2019.22
783,10170.43,783,158230.5,148060.07,783,14423.85,4253.42,783,11464.92,1294.49
784,8383.187,784,163515.1,155131.913,784,14717.65,6334.463,784,9873.61,1490.423
785,10000.58,785,146041.7,136041.12,785,12593.5,2592.92,785,10185.79,185.210000000001
786,9757.853,786,147029.7,137271.847,786,11414.95,1657.097,786,12335.57,2577.717
787,7814.783,787,146047.6,138232.817,787,13449.11,5634.327,787,7814.783,0
788,8433.387,788,147788.7,139355.313,788,9868.936,1435.549,788,8612.829,179.441999999999
789,6763.143,789,150334.2,143571.057,789,11034.87,4271.727,789,9076.967,2313.824
790,8474.391,790,152310,143835.609,790,12888.46,4414.069,790,9886.868,1412.477
791,7888.015,791,150696.1,142808.085,791,14374.25,6486.235,791,8589.206,701.191
792,8180.327,792,147189.3,139008.973,792,10791.23,2610.903,792,8876.561,696.234
793,11121.44,793,141905.1,130783.66,793,12164.14,1042.7,793,11816.57,695.129999999999
794,9021.533,794,132120.4,123098.867,794,11971.08,2949.547,794,11103.56,2082.027
795,8504.824,795,145043.2,136538.376,795,10934.93,2430.106,795,8504.824,0
796,7119.313,796,153628.9,146509.587,796,14412.87,7293.557,796,10418.71,3299.397
797,9421.313,797,144746.8,135325.487,797,10642.67,1221.357,797,8723.402,-697.911
798,7187.076,798,138410.9,131223.824,798,11569.73,4382.654,798,8589.5,1402.424
799,8437.301,799,152347.6,143910.299,799,10546.75,2109.449,799,9667.808,1230.507
800,11104.41,800,155765.8,144661.39,800,13219.69,2115.28,800,10928.14,-176.27
