,405,,480,,0,,650,,550
688,10612.04,688,8989.602,638,9587678.462,638,5189497.462,638,-107.769
689,9069.323,689,9205.723,639,9485119.493,639,3441493.493,639,-181.849
690,8805.991,690,9081.215,640,9277313.619,640,1946822.619,640,368.228
691,10864.29,691,10167.76,641,8943239.479,641,1091822.479,641,482.999
692,10152.21,692,9658.636,642,8349579.223,642,587926.323,642,637.291
693,10788.67,693,10717.21,643,7669997.035,643,355040.535,643,837.06
694,11948.3,694,9775.59,644,6815312.959,644,212421.359,644,231.728
695,9451.415,695,9744.521,645,6037825.685,645,144245.285,645,896.764
696,11194.92,696,10082.69,646,5415297.012,646,94972.442,646,-236.169
697,12476.42,697,8943.518,647,5126340.677,647,69301.947,647,754.573
698,11963.39,698,10210.56,648,5058449.692,648,52642.052,648,40.071
699,10766.39,699,11920.11,649,5134847.865,649,43256.375,649,730.328
700,10012.21,700,9313.598,650,5207667.383,650,34416.133,650,1314.731
,,,,651,5218632.798,651,28682.178,651,-166.641
,,,,652,5153431.015,652,25110.085,652,-295.733
,,,,653,5057991.636,653,18719.646,653,-470.993
,,,,654,4928360.856,654,17235.796,654,86.796
,,,,655,4764563.222,655,15169.992,655,219.78
,,,,656,4605722.22,656,16524.26,656,801.433
,,,,657,4421834.931,657,13550.141,657,900.089
,,,,658,4331337.11,658,10328.89,658,272.95
,,,,659,4190750.433,659,9908.263,659,368.603
,,,,660,4049389.96,660,8028.58,660,280.021
,,,,661,3866478.833,661,6898.339,661,-472.416
,,,,662,3653112.557,662,7461.41,662,478.226
,,,,663,3321725.807,663,5915.358,663,1163.563
,,,,664,2795805.497,664,5407.465,664,1622.115
,,,,665,2042654.503,665,3335.561,665,348.471
,,,,666,1484588.604,666,4185.232,666,1210.116
,,,,667,1354687.321,667,2095.51,667,664.411
,,,,668,1167650.199,668,3315.857,668,1657.875
,,,,669,760983.951,669,2354.55,669,575.537
,,,,670,588974.255,670,3012.061,670,1268.195
,,,,671,497167.766,671,2842.201,671,1555.129
,,,,672,434058.105,672,3102.43,672,1578.385
,,,,673,395469.489,673,2430.701,673,110.481
,,,,674,365780.824,674,2299.06,674,336.436
,,,,675,329485.202,675,4206.646,675,1648.476
,,,,676,305792.36,676,2247.69,676,691.578
,,,,677,265482.477,677,2330.056,677,465.996
,,,,678,229912.457,678,3238.206,678,1471.868
,,,,679,180150.157,679,1371.988,679,894.768
,,,,680,108445.647,680,1994.647,680,1329.75
,,,,681,84164.388,681,1409.015,681,-428.817
,,,,682,77714.431,682,2235.458,682,-558.839
,,,,683,77180.197,683,2456.257,683,2141.341
,,,,684,75538.191,684,2555.528,684,255.544
,,,,685,75613.943,685,1745.93,685,-711.278
,,,,686,73913.65,686,2029.085,686,327.263
,,,,687,74639.085,687,864.615,687,-266.03
,,,,688,72805.037,688,2027.756,688,337.951
,,,,689,74747.162,689,2250.261,689,477.316
,,,,690,78516.81,690,1582.34,690,343.98
,,,,691,73826.178,691,1044.605,691,208.919
,,,,692,76291.257,692,1409.996,692,493.492
,,,,693,80179.185,693,1786.157,693,357.224
,,,,694,76399.587,694,1665.444,694,-362.043
,,,,695,76202.706,695,1392.082,695,-146.533
,,,,696,76734.863,696,2372.392,696,593.084
,,,,697,75003.529,697,1052.173,697,601.238
,,,,698,79934.896,698,2743.075,698,304.776
,,,,699,82216.055,699,2230.138,699,845.899
,,,,700,80021.932,700,2871.719,700,1785.097
,,,,701,79752.091,701,1025.488,701,-473.293
,,,,702,79946.401,702,2646.275,702,400.94
,,,,703,78250.581,703,2268.355,703,-162.021
,,,,704,76759.799,704,2619.092,704,245.532
,,,,705,84835.172,705,3562.401,705,1325.509
,,,,706,80585.446,706,2767.556,706,1006.363
,,,,707,83131.432,707,2547.625,707,339.674
,,,,708,83843.701,708,1719.993,708,85.998
,,,,709,87145.46,709,1391.562,709,347.887
,,,,710,83732.221,710,439.816,710,-439.811
,,,,711,83704.89,711,2757.97,711,978.615
,,,,712,81600.643,712,2879.622,712,1889.731
,,,,713,78573.224,713,2638.149,713,2001.34
,,,,714,83213.374,714,2483.175,714,0
,,,,715,88074.786,715,1207.922,715,278.749
,,,,716,85319.14,716,3285.86,716,2722.554
,,,,717,97363.411,717,1044.836,717,94.984
,,,,718,91774.344,718,2402.753,718,480.541
,,,,719,86692.28,719,972.12,719,486.057
,,,,720,93800.906,720,2360.053,720,786.672
,,,,721,101018.077,721,1690.239,721,3082.245
,,,,722,96812.579,722,2413.016,722,-804.314
,,,,723,101623.645,723,4559.566,723,101.32
,,,,724,92698.776,724,1429.573,724,-1021.1
,,,,725,101148.007,725,3002.576,725,310.603
,,,,726,99204.987,726,2939.824,726,1364.898
,,,,727,97955.892,727,2547.539,727,2229.089
,,,,728,98392.391,728,3541.571,728,429.269
,,,,729,103531.376,729,4760.695,729,-865.535
,,,,730,103614.003,730,2508.867,730,1199.878
,,,,731,99992.164,731,551.335,731,-2866.856
,,,,732,102761.195,732,1672.119,732,0
,,,,733,105875.481,733,3492.18,733,1126.487
,,,,734,107795.071,734,2846.083,734,-227.68
,,,,735,110075.015,735,1955.561,735,1725.492
,,,,736,108084.075,736,3487.198,736,2789.741
,,,,737,109598.646,737,1641.294,737,1993.006
,,,,738,111131.355,738,5321.02,738,3783.788
,,,,739,110654.548,739,2978.303,739,1072.172
,,,,740,104155.317,740,3600.977,740,-360.085
,,,,741,105808.022,741,486.612,741,486.612
,,,,742,112193.465,742,2589.626,742,1603.088
,,,,743,110398.321,743,1117.917,743,248.424
,,,,744,109954.691,744,2877.898,744,1000.993
,,,,745,113997.835,745,1639.703,745,882.912
,,,,746,109440.923,746,1652.938,746,1652.938
,,,,747,110005.528,747,2949.842,747,2565.073
,,,,748,111997.873,748,2587.357,748,1940.508
,,,,749,111192.391,749,2088.829,749,913.854
,,,,750,111812.554,750,4347.644,750,1185.694
,,,,751,117489.227,751,3735.106,751,3868.507
,,,,752,119521.225,752,4998.345,752,0
,,,,753,118391.219,753,4622.919,753,1903.515
,,,,754,112993.171,754,3284.442,754,1094.796
,,,,755,120703.094,755,3587.663,755,1379.848
,,,,756,121985.07,756,7096.01,756,3200.07
,,,,757,112369.594,757,4231.784,757,1833.743
,,,,758,119671.035,758,2002.413,758,2860.605
,,,,759,113753.628,759,4904.448,759,2596.432
,,,,760,125656.808,760,3637.068,760,-290.958
,,,,761,126797.949,761,6452.009,761,879.786
,,,,762,119964.161,762,2808.281,762,-591.202
,,,,763,125732.504,763,2536.444,763,-895.196
,,,,764,119380.781,764,5422.291,764,1807.388
,,,,765,121374.237,765,4548.027,765,1970.779
,,,,766,127212.179,766,3814.809,766,1220.717
,,,,767,126381.055,767,3249.865,767,1238.025
,,,,768,117337.302,768,3767.152,768,784.808
,,,,769,130872.977,769,6791.207,769,3474.497
,,,,770,129618.41,770,2860.45,770,-635.648
,,,,771,125495.684,771,5124.964,771,-2081.921
,,,,772,137143.29,772,5810.53,772,161.398
,,,,773,140034.227,773,6717.487,773,-163.834
,,,,774,140004.324,774,8649.804,774,0
,,,,775,142028.629,775,6717.829,775,1847.351
,,,,776,141542.757,776,4239.457,776,-169.573
,,,,777,138954.474,777,4977.174,777,1029.737
,,,,778,142909.749,778,8164.909,778,1737.149
,,,,779,141349.985,779,6859.825,779,2110.658
,,,,780,142959.031,780,6234.071,780,1959.231
,,,,781,144213.547,781,8136.417,781,1084.817
,,,,782,142188.82,782,5690.66,782,2019.22
,,,,783,148060.07,783,4253.42,783,1294.49
,,,,784,155131.913,784,6334.463,784,1490.423
,,,,785,136041.12,785,2592.92,785,185.21
,,,,786,137271.847,786,1657.097,786,2577.717
,,,,787,138232.817,787,5634.327,787,0
,,,,788,139355.313,788,1435.549,788,179.442
,,,,789,143571.057,789,4271.727,789,2313.824
,,,,790,143835.609,790,4414.069,790,1412.477
,,,,791,142808.085,791,6486.235,791,701.191
,,,,792,139008.973,792,2610.903,792,696.234
,,,,793,130783.66,793,1042.7,793,695.13
,,,,794,123098.867,794,2949.547,794,2082.027
,,,,795,136538.376,795,2430.106,795,0
,,,,796,146509.587,796,7293.557,796,3299.397
,,,,797,135325.487,797,1221.357,797,-697.911
,,,,798,131223.824,798,4382.654,798,1402.424
,,,,799,143910.299,799,2109.449,799,1230.507
,,,,800,144661.39,800,2115.28,800,-176.27
