Time,Read
4543,4095
4544,4095
4545,4095
4546,4095
4547,4095
4547,4095
4548,4095
4549,4095
4550,4095
4551,4095
4552,4095
4553,4095
4554,4095
4555,4095
4556,4095
4557,4095
4558,4095
4559,4095
4560,4095
4561,4095
4562,969
4563,4095
4564,4095
4565,4095
4566,4095
4566,4095
4567,4095
4568,4095
4569,4095
4570,4095
4571,4095
4572,4095
4573,4095
4574,4095
4575,4095
4576,4095
4577,4095
4578,4095
4579,4095
4580,4095
4581,4095
4582,994
4583,4095
4584,4095
4585,4095
4585,4095
4586,4095
4587,4095
4588,4095
4589,4095
4590,4095
4591,4095
4592,4095
4593,4095
4594,4095
4595,4095
4596,4095
4597,4095
4598,4095
4599,4095
4600,4095
4601,4095
4602,1030
4603,704
4604,4095
4605,4095
4605,4095
4606,4095
4607,4095
4608,4095
4609,4095
4610,4095
4611,4095
4612,4095
4613,4095
4614,4095
4615,4095
4616,4095
4617,4095
4618,4095
4619,4095
4620,4095
4621,4095
4622,1056
4623,704
4624,4095
4624,4095
4625,4095
4626,4095
4627,4095
4628,4095
4629,4095
4630,4095
4631,4095
4632,4095
4633,4095
4634,4095
4635,4095
4636,4095
4637,4095
4638,4095
4639,4095
4640,4095
4641,4095
4642,1080
4643,712
4643,4095
4644,4095
4645,4095
4646,4095
4647,4095
4648,4095
4649,4095
4650,4095
4651,4095
4652,4095
4653,4095
4654,4095
4655,4095
4656,4095
4657,4095
4658,4095
4659,4095
4660,4095
4661,4095
4662,1118
4663,718
4663,4095
4664,4095
4665,4095
4666,4095
4667,4095
4668,4095
4669,4095
4670,4095
4671,4095
4672,4095
4673,4095
4674,4095
4675,4095
4676,4095
4677,4095
4678,4095
4679,4095
4680,4095
4681,4095
4682,1142
4683,706
4683,4095
4684,4095
4685,4095
4686,4095
4687,4095
4688,4095
4689,4095
4690,4095
4691,4095
4692,4095
4693,4095
4694,4095
4695,4095
4696,4095
4697,4095
4698,4095
4699,4095
4700,4095
4701,4095
4702,1168
4703,693
4703,4095
4704,4095
4705,4095
4706,4095
4707,4095
4708,4095
4709,4095
4710,4095
4711,4095
4712,4095
4713,4095
4714,4095
4715,4095
4716,4095
4717,4095
4718,4095
4719,4095
4720,4095
4721,4095
4722,1196
4722,683
4723,2978
4724,4095
4725,4095
4726,4095
4727,4095
4728,4095
4729,4095
4730,4095
4731,4095
4732,4095
4733,4095
4734,4095
4735,4095
4736,4095
4737,4095
4738,4095
4739,4095
4740,4095
4741,1751
4741,1216
4742,668
4743,1040
4744,4095
4745,4095
4746,4095
4747,4095
4748,4095
4749,4095
4750,4095
4751,4095
4752,4095
4753,4095
4754,4095
4755,4095
4756,4095
4757,4095
4758,4095
4759,4095
4760,4095
4760,1766
4761,1250
4762,664
4763,864
4764,4095
4765,4095
4766,4095
4767,4095
4768,4095
4769,4095
4770,4095
4771,4095
4772,4095
4773,4095
4774,4095
4775,4095
4776,4095
4777,4095
4778,4095
4778,2288
4779,2129
4780,1830
4781,1337
4782,727
4783,4095
4784,4095
4785,4095
4786,4095
4787,4095
4788,4095
4789,4095
4790,4095
4791,4095
4792,4095
4793,4095
4794,4095
4795,4095
4796,4095
4797,4095
4797,4095
4798,2291
4799,2202
4800,1843
4801,1360
4802,749
4803,4095
4804,4095
4805,4095
4806,4095
4807,4095
4808,4095
4809,4095
4810,4095
4811,4095
4812,4095
4813,4095
4814,4095
4815,4095
4816,4095
4816,4095
4817,4095
4818,2291
4819,2158
4820,1859
4821,1386
4822,768
4823,4095
4824,4095
4825,4095
4826,4095
4827,4095
4828,4095
4829,4095
4830,4095
4831,4095
4832,4095
4833,4095
4834,4095
4835,4095
4835,4095
4836,4095
4837,4095
4838,2293
4839,2161
4840,1870
4841,1408
4842,779
4843,4095
4844,4095
4845,4095
4846,4095
4847,4095
4848,4095
4849,4095
4850,4095
4851,4095
4852,4095
4853,4095
4854,4095
4855,4095
4855,4095
4856,4095
4857,4095
4858,2307
4859,2166
4860,1889
4861,1430
4862,800
4863,912
4864,4095
4865,4095
4866,4095
4867,4095
4868,4095
4869,4095
4870,4095
4871,4095
4872,4095
4872,4095
4873,4095
4874,4095
4875,4095
4876,1958
4877,2227
4878,2333
4879,2198
4880,1936
4881,1517
4882,896
4883,4095
4884,4095
4885,4095
4886,4095
4887,4095
4888,4095
4889,4095
4890,4095
4891,4095
4891,4095
4892,4095
4893,4095
4894,4095
4895,4095
4896,1941
4897,2222
4898,2307
4899,2199
4900,1953
4901,1533
4902,923
4903,4095
4904,4095
4905,4095
4906,4095
4907,4095
4908,4095
4909,4095
4910,4095
4910,4095
4911,4095
4912,4095
4913,4095
4914,4095
4915,4095
4916,1928
4917,2207
4918,2307
4919,2215
4920,1963
4921,1557
4922,944
4923,4095
4924,4095
4925,4095
4926,4095
4927,4095
4928,4095
4929,4095
4930,4095
4930,4095
4931,4095
4932,4095
4933,4095
4934,4095
4935,4095
4936,1907
4937,2206
4938,2315
4939,2215
4940,1974
4941,1582
4942,964
4943,4095
4944,4095
4945,4095
4946,4095
4947,4095
4948,4095
4949,4095
4949,4095
4950,4095
4951,4095
4952,4095
4953,4095
4954,4095
4955,4095
4956,1895
4957,2209
4958,2311
4959,2224
4960,1991
4961,1598
4962,982
4963,837
4964,4095
4965,4095
4966,4095
4966,4095
4967,4095
4968,4095
4969,4095
4970,4095
4971,4095
4972,4095
4973,4095
4974,1029
4975,1438
4976,1852
4977,2145
4978,2314
4979,2251
4980,2032
4981,1675
4982,1122
4983,756
4984,4095
4985,4095
4985,4095
4986,4095
4987,4095
4988,4095
4989,4095
4990,4095
4991,4095
4992,4095
4993,4095
4994,1009
4995,1428
4996,1833
4997,2155
4998,2307
4999,2251
5000,2039
5001,1687
5002,1126
5003,746
5004,4095
5005,4095
5005,4095
5006,4095
5007,4095
5008,4095
5009,4095
5010,4095
5011,4095
5012,4095
5013,4095
5014,997
5015,1376
5016,1781
5017,2121
5018,2307
5019,2271
5020,2092
5021,1769
5022,1275
5023,4095
5024,4095
5024,4095
5025,4095
5026,4095
5027,4095
5028,4095
5029,4095
5030,4095
5031,4095
5032,4095
5033,735
5034,945
5035,1314
5036,1731
5037,2085
5038,2295
5039,2303
5040,2165
5041,2513
5041,4095
5042,4095
5043,4095
5044,4095
5045,4095
5046,4095
5047,4095
5048,4095
5049,4095
5050,4095
5051,1520
5052,900
5053,668
5054,892
5055,1233
5056,1677
5057,2079
5057,4095
5058,4095
5059,4095
5060,4095
5061,4095
5062,4095
5063,4095
5064,4095
5065,4095
5066,4095
5067,2143
5068,2303
5069,2234
5070,2022
5071,1651
5072,1060
5073,681
5074,832
5074,1237
5075,4095
5076,4095
5077,4095
5078,4095
5079,4095
5080,4095
5081,4095
5082,4095
5083,4095
5084,4095
5085,1373
5086,1779
5087,2107
5088,2287
5089,2251
5090,2059
5091,1707
5092,1152
5093,683
5093,813
5094,4095
5095,4095
5096,4095
5097,4095
5098,4095
5099,4095
5100,4095
5101,4095
5102,4095
5103,681
5104,890
5105,1242
5106,1668
5107,2013
5108,2255
5108,2285
5109,2141
5110,1868
5111,1442
5112,4095
5113,4095
5114,4095
5115,4095
5116,4095
5117,4095
5118,4095
5119,4095
5120,4095
5121,1630
5122,1029
5123,674
5124,850
5125,1185
5126,1607
5126,1977
5127,2245
5128,2333
5129,2224
5130,4095
5131,4095
5132,4095
5133,4095
5134,4095
5135,4095
5136,4095
5137,4095
5138,4095
5139,2251
5140,2047
5141,1685
5142,1122
5143,690
5144,804
5144,1120
5145,1559
5146,1952
5147,2246
5148,2462
5149,4095
5150,4095
5151,4095
5152,4095
5153,4095
5154,4095
5155,4095
5156,4095
5157,2109
5158,2301
5159,2269
5160,2087
5161,1747
5162,1211
5163,656
5163,772
5164,1089
5165,1523
5166,1966
5167,4095
5168,4095
5169,4095
5170,4095
5171,4095
5172,4095
5173,4095
5174,4095
5175,1296
5176,1719
5177,2065
5178,2295
5179,2283
5180,2145
5181,1802
5181,1294
5182,685
5183,752
5184,1082
5185,2895
5186,4095
5187,4095
5188,4095
5189,4095
5190,4095
5191,4095
5192,4095
5193,674
5194,833
5195,1168
5195,1593
5196,1969
5197,2235
5198,2309
5199,2193
5200,1936
5201,1504
5202,892
5203,4095
5204,4095
5205,4095
5206,4095
5207,4095
5208,4095
5209,2257
5210,2085
5211,1734
5212,1200
5213,656
5213,784
5214,1072
5215,1501
5216,1902
5217,2199
5218,2362
5219,2318
5220,4095
5221,4095
5222,4095
5223,4095
5224,4095
5225,4095
5226,4095
5227,2043
5228,2263
5229,2274
5230,2111
5231,1794
5231,1286
5232,673
5233,737
5234,1036
5235,1450
5236,1869
5237,2219
5238,4095
5239,4095
5240,4095
5241,4095
5242,4095
5243,4095
5244,4095
5245,1225
5246,1653
5247,2003
5248,2251
5249,2282
5249,2145
5250,1903
5251,1360
5252,738
5253,716
5254,992
5255,4095
5256,4095
5257,4095
5258,4095
5259,4095
5260,4095
5261,1767
5262,1216
5263,656
5263,768
5264,1059
5265,1473
5266,1871
5267,2174
5268,2303
5269,2224
5270,2005
5271,1635
5272,1145
5273,4095
5274,4095
5275,4095
5276,4095
5277,4095
5278,4095
5279,2288
5280,2125
5281,1813
5281,1316
5282,698
5283,730
5284,1008
5285,1422
5286,1823
5287,2141
5288,2307
5289,2267
5290,2115
5291,4095
5292,4095
5293,4095
5294,4095
5295,4095
5296,4095
5297,2015
5298,2261
5299,2295
5299,2159
5300,1871
5301,1397
5302,764
5303,711
5304,960
5305,1365
5306,1810
5307,4095
5308,4095
5309,4095
5310,4095
5311,4095
5312,4095
5313,656
5313,760
5314,1061
5315,1477
5316,1882
5317,2177
5318,2339
5319,2235
5320,1998
5321,1616
5322,1029
5323,700
5324,4095
5325,4095
5326,4095
5327,4095
5328,4095
5329,2283
5330,2135
5330,1837
5331,1360
5332,728
5333,717
5334,974
5335,1347
5336,1771
5337,2123
5338,2349
5339,2766
5340,4095
5341,4095
5342,4095
5343,4095
5344,784
5344,1097
5345,1517
5346,1905
5347,2191
5348,2294
5349,2203
5350,1954
5351,1535
5352,912
5353,672
5354,908
5355,4095
5356,4095
5357,4095
5358,2247
5358,2303
5359,2170
5360,1879
5361,1419
5362,784
5363,700
5364,946
5365,1314
5366,1739
5367,2083
5368,2320
5369,2403
5370,4095
5371,4095
5372,4095
5373,4095
5374,772
5374,1088
5375,1501
5376,1893
5377,2198
5378,2317
5379,2224
5380,1987
5381,1599
5382,978
5383,690
5384,880
5385,4095
5386,4095
5387,4095
5387,2239
5388,2294
5389,2167
5390,1890
5391,1438
5392,804
5393,704
5394,928
5395,1296
5396,1712
5397,2082
5398,2319
5399,2382
5400,4095
5401,4095
5402,4095
5403,4095
5403,752
5404,1045
5405,1462
5406,1865
5407,2160
5408,2299
5409,2215
5410,1999
5411,1613
5412,1005
5413,665
5414,865
5415,1284
5416,4095
5417,4095
5418,4095
5418,4095
5419,2173
5420,1902
5421,1445
5422,804
5423,697
5424,924
5425,1290
5426,1706
5427,2065
5428,2275
5429,2291
5430,2138
5431,1871
5432,4095
5433,4095
5433,4095
5434,4095
5435,1517
5436,1919
5437,2206
5438,2318
5439,2211
5440,1970
5441,1567
5442,945
5443,672
5444,858
5445,1213
5446,1648
5447,2076
5448,4095
5449,4095
5449,4095
5450,4095
5451,1413
5452,777
5453,704
5454,955
5455,1299
5456,1731
5457,2094
5458,2288
5459,2287
5460,2123
5461,1794
5462,1322
5463,781
5463,4095
5464,4095
5465,1478
5466,1873
5467,2175
5468,2294
5469,2205
5470,1984
5471,1585
5472,964
5473,670
5474,843
5475,1200
5476,1642
5477,2063
5478,4095
5478,4095
5479,4095
5480,4095
5481,1465
5482,830
5483,700
5484,913
5485,1273
5486,1694
5487,2037
5488,2263
5489,2279
5490,2121
5491,1819
5492,1334
5493,768
5493,4095
5494,4095
5495,1473
5496,1867
5497,2170
5498,2309
5499,2231
5500,2026
5501,1632
5502,1038
5503,676
5504,848
5505,1189
5506,1607
5507,1987
5508,2274
5508,2359
5509,4095
5510,4095
5511,4095
5512,4095
5513,710
5514,963
5515,1333
5516,1757
5517,2095
5518,2295
5519,2299
5520,2111
5521,1775
5522,1248
5523,662
5524,788
5524,4095
5525,4095
5526,4095
5527,2170
5528,2299
5529,2223
5530,2007
5531,1602
5532,990
5533,682
5534,832
5535,1172
5536,1598
5537,1982
5537,2276
5538,2431
5539,4095
5540,4095
5541,4095
5542,4095
5543,699
5544,929
5545,1296
5546,1717
5547,2058
5548,2242
5549,2271
5550,2047
5551,1783
5552,1288
5553,672
5553,793
5554,4095
5555,4095
5556,4095
5557,2171
5558,2311
5559,2239
5560,2022
5561,1655
5562,1057
5563,681
5564,836
5565,1168
5566,1594
5567,1967
5568,2230
5568,2315
5569,2215
5570,2253
5571,4095
5572,4095
5573,4095
5574,4095
5575,1392
5576,1802
5577,2134
5578,2303
5579,2261
5580,2065
5581,1711
5582,1153
5583,680
5584,792
5585,1117
5585,1535
5586,1939
5587,2245
5588,4039
5589,4095
5590,4095
5591,4095
5592,4095
5593,688
5594,907
5595,1267
5596,1683
5597,2041
5598,2278
5599,2299
5600,2143
5601,1843
5602,1360
5603,746
5603,795
5604,4095
5605,4095
5606,4095
5607,2119
5608,2293
5609,2239
5610,2047
5611,1680
5612,1116
5613,688
5614,804
5615,1137
5616,1568
5616,1921
5617,2235
5618,2346
5619,2294
5620,4095
5621,4095
5622,4095
5623,4095
5624,4095
5625,1340
5626,1757
5627,2093
5628,2275
5629,2263
5630,2077
5631,1743
5632,1204
5633,661
5634,776
5634,1088
5635,1520
5636,1927
5637,2300
5638,4095
5639,4095
5640,4095
5641,4095
5642,979
5643,676
5644,838
5645,1171
5646,1589
5647,1967
5648,2229
5649,2298
5649,2175
5650,1907
5651,1476
5652,873
5653,4095
5654,4095
5655,4095
5656,1776
5657,2105
5658,2299
5659,2267
5660,2089
5661,1747
5662,1199
5663,661
5664,776
5664,1078
5665,1498
5666,1901
5667,2207
5668,2363
5669,4095
5670,4095
5671,4095
5672,4095
5673,4095
5674,912
5675,1266
5676,1685
5677,2064
5678,2278
5679,2291
5680,2145
5681,1838
5682,1353
5683,720
5683,733
5684,1072
5685,4095
5686,4095
5687,4095
5688,4095
5689,4095
5690,2032
5691,1680
5692,1109
5693,688
5694,810
5695,1137
5696,1565
5697,1946
5697,2223
5698,2325
5699,2211
5700,1966
5701,1566
5702,1044
5703,4095
5704,4095
5705,4095
5706,4095
5707,4095
5708,2285
5709,2255
5710,2083
5711,1739
5712,1200
5713,669
5714,774
5714,1082
5715,1504
5716,1903
5717,2205
5718,2335
5719,2275
5720,3059
5721,4095
5722,4095
5723,4095
5724,4095
5725,4095
5726,1707
5727,2064
5728,2277
5729,2271
5730,2110
5731,1793
5732,1277
5733,672
5733,745
5734,1031
5735,1453
5736,1877
5737,2229
5738,4095
5739,4095
5740,4095
5741,4095
5742,4095
5743,4095
5744,848
5745,1185
5746,1610
5747,1973
5748,2241
5749,2288
5750,2160
5751,1878
5751,1419
5752,784
5753,718
5754,4095
5755,4095
5756,4095
5757,4095
5758,4095
5759,4095
5760,2103
5761,1759
5762,1228
5763,656
5764,760
5764,1068
5765,1482
5766,1882
5767,2175
5768,2311
5769,2239
5770,2045
5771,3367
5772,4095
5773,4095
5774,4095
5775,4095
5776,4095
5777,4095
5778,2283
5779,2287
5780,2123
5781,1808
5782,1313
5783,689
5783,736
5784,948
5785,1420
5786,1887
5787,4095
5788,4095
5789,4095
5790,4095
5791,4095
5792,4095
5793,4095
5794,825
5795,1156
5796,1578
5797,1965
5798,2235
5799,2303
5799,2193
5800,1931
5801,1494
5802,857
5803,737
5804,4095
5805,4095
5806,4095
5807,4095
5808,4095
5809,4095
5810,2107
5811,1789
5812,1280
5813,672
5814,749
5814,1022
5815,1446
5816,1857
5817,2175
5818,2337
5819,2307
5820,4095
5821,4095
5822,4095
5823,4095
5824,4095
5825,4095
5826,4095
5827,4095
5828,2253
5829,2283
5830,2142
5831,1840
5832,1362
5833,722
5833,714
5834,981
5835,1465
5836,4095
5837,4095
5838,4095
5839,4095
5840,4095
5841,4095
5842,4095
5843,4095
5844,788
5845,1110
5846,1526
5847,1909
5847,2195
5848,2298
5849,2199
5850,1957
5851,1535
5852,920
5853,2278
5854,4095
5855,4095
5856,4095
5857,4095
5858,4095
5859,4095
5860,4095
5861,4095
5862,1309
5863,704
5864,738
5864,1012
5865,1429
5866,1839
5867,2155
5868,2309
5869,2267
5870,2127
5871,4095
5872,4095
5873,4095
5874,4095
5875,4095
5876,4095
5877,4095
5878,4095
5879,4095
5880,2158
5881,1859
5882,1391
5883,752
5883,728
5884,971
5885,1374
5886,2331
5887,4095
5888,4095
5889,4095
5890,4095
5891,4095
5892,4095
5893,4095
5894,4095
5895,4095
5896,1572
5897,1953
5898,2225
5899,2311
5899,2195
5900,1938
5901,1513
5902,886
5903,696
5904,4095
5905,4095
5906,4095
5907,4095
5908,4095
5909,4095
5910,4095
5911,4095
5912,4095
5913,4095
5914,754
5914,1056
5915,1468
5916,1836
5917,2157
5918,2317
5919,2238
5920,2064
5921,1649
5922,1088
5923,1296
5924,4095
5925,4095
5926,4095
5927,4095
5928,4095
5929,4095
5930,4095
5931,4095
5932,4095
5933,711
5933,729
5934,1001
5935,1423
5936,1823
5937,2145
5938,2325
5939,2287
5940,2143
5941,4095
5942,4095
5943,4095
5944,4095
5945,4095
5946,4095
5947,4095
5948,4095
5949,4095
5950,4095
5951,1869
5952,1405
5952,762
5953,711
5954,960
5955,1374
5956,2125
5957,4095
5958,4095
5959,4095
5960,4095
5961,4095
5962,4095
5963,4095
5964,4095
5965,4095
5966,4095
5967,1915
5968,2179
5968,2295
5969,2187
5970,1948
5971,1522
5972,899
5973,688
5974,4095
5975,4095
5976,4095
5977,4095
5978,4095
5979,4095
5980,4095
5981,4095
5982,4095
5983,4095
5984,4095
5985,1060
5985,1474
5986,1861
5987,2167
5988,2295
5989,2215
5990,1993
5991,1609
5992,1006
5993,697
5994,4095
5995,4095
5996,4095
5997,4095
5998,4095
5999,4095
6000,4095
6001,4095
6002,4095
6003,4095
6004,4095
6004,1045
6005,1450
6006,1855
6007,2151
6008,2295
6009,2235
6010,2007
6011,1627
6012,1040
6013,705
6014,4095
6015,4095
6016,4095
6017,4095
6018,4095
6019,4095
6020,4095
6021,4095
6022,4095
6023,4095
6024,4095
6024,1014
6025,1442
6026,1840
6027,2143
6028,2294
6029,2231
6030,2023
6031,1655
6032,1078
6033,738
6034,4095
6035,4095
6036,4095
6037,4095
6038,4095
6039,4095
6040,4095
6041,4095
6042,4095
6043,4095
6043,4095
6044,1006
6045,1419
6046,1816
6047,2135
6048,2298
6049,2239
6050,2030
6051,1678
6052,1126
6053,816
6054,4095
6055,4095
6056,4095
6057,4095
6058,4095
6059,4095
6060,4095
6061,4095
6062,4095
6062,4095
6063,4095
6064,993
6065,1364
6066,1773
6067,2112
6068,2295
6069,2279
6070,2129
6071,4095
6072,4095
6073,4095
6074,4095
6075,4095
6076,4095
6077,4095
6078,4095
6079,4095
6080,4095
6081,4095
6081,4095
6082,4095
6083,4095
6084,970
6085,1344
6086,1753
6087,2090
6088,2294
6089,2299
6090,2225
6091,4095
6092,4095
6093,4095
6094,4095
6095,4095
6096,4095
6097,4095
6098,4095
6099,4095
6100,4095
6101,4095
6101,4095
6102,4095
6103,4095
6104,960
6105,1321
6106,1747
6107,2095
6108,2303
6109,2327
6110,4095
6111,4095
6112,4095
6113,4095
6114,4095
6115,4095
6116,4095
6117,4095
6118,4095
6119,4095
6120,4095
6120,4095
6121,4095
6122,4095
6123,4095
6124,941
6125,1301
6126,1728
6127,2083
6128,2303
6129,2427
6130,4095
6131,4095
6132,4095
6133,4095
6134,4095
6135,4095
6136,4095
6137,4095
6138,4095
6139,4095
6139,4095
6140,4095
6141,4095
6142,4095
6143,4095
6144,931
6145,1296
6146,1712
6147,2084
6148,2341
6149,4095
6150,4095
6151,4095
6152,4095
6153,4095
6154,4095
6155,4095
6156,4095
6157,4095
6158,4095
6158,4095
6159,4095
6160,4095
6161,4095
6162,4095
6163,4095
6164,917
6165,1273
6166,1703
6167,2086
6168,2459
6169,4095
6170,4095
6171,4095
6172,4095
6173,4095
6174,4095
6175,4095
6176,4095
6177,4095
6177,4095
6178,4095
6179,4095
6180,4095
6181,4095
6182,4095
6183,4095
6184,897
6185,1267
6186,1696
6187,2096
6188,4095
6189,4095
6190,4095
6191,4095
6192,4095
6193,4095
6194,4095
6195,4095
6196,4095
6197,4095
6197,4095
6198,4095
6199,4095
6200,4095
6201,4095
6202,4095
6203,4095
6204,892
6205,1249
6206,1693
6207,2158
6208,4095
6209,4095
6210,4095
6211,4095
6212,4095
6213,4095
6214,4095
6215,4095
6216,4095
6216,4095
6217,4095
6218,4095
6219,4095
6220,4095
6221,4095
6222,4095
6223,1023
6224,875
6225,1231
6226,1701
6227,4095
6228,4095
6229,4095
6230,4095
6231,4095
6232,4095
6233,4095
6234,4095
6235,4095
6235,4095
6236,4095
6237,4095
6238,4095
Time,Read
0,2191
0,2183
0,2175
0,2163
1,2157
1,2141
1,2126
1,2125
1,2103
1,2103
1,2087
1,2069
1,2062
1,2045
1,2031
1,2021
1,4095
1,4095
2,1796
2,4095
3,4095
4,692
4,4095
5,4095
6,1238
6,4095
7,4095
8,2078
9,4095
9,4095
10,2249
11,2111
11,4095
12,4095
13,4095
14,683
15,4095
15,4095
16,4095
17,1733
18,2064
18,4095
19,4095
20,2247
21,2093
22,4095
22,4095
23,4095
24,673
25,858
25,4095
26,4095
27,1713
28,2095
28,4095
29,4095
30,2241
31,2089
32,4095
32,4095
33,4095
34,668
35,889
35,4095
36,4095
37,1726
38,2046
38,4095
39,4095
40,2256
41,2099
42,4095
42,4095
43,4095
44,672
45,992
45,4095
46,4095
47,1702
48,2045
48,4095
49,4095
50,2242
51,2096
52,4095
52,4095
53,4095
54,684
55,2348
55,4095
56,4095
57,1745
58,2047
58,4095
59,4095
60,4095
61,2091
62,1887
62,4095
63,4095
64,672
65,832
65,4095
66,4095
67,1721
68,2031
68,4095
69,4095
70,4095
71,2079
72,1911
72,4095
73,4095
74,672
75,837
75,4095
76,4095
77,1728
78,2042
78,4095
79,4095
80,4095
81,2095
82,2096
82,4095
83,4095
84,678
85,849
85,4095
86,4095
87,1716
88,2021
88,4095
89,4095
90,4095
91,2087
92,4095
92,4095
93,4095
94,672
95,861
95,4095
96,4095
97,1713
98,2046
98,4095
99,4095
100,4095
101,2075
102,1781
103,1385
103,4095
104,4095
105,4095
106,4095
107,4095
108,2047
109,2275
109,4095
110,4095
111,4095
112,4095
113,4095
114,680
115,832
115,4095
116,4095
117,4095
118,4095
119,2305
120,2279
121,2151
121,4095
122,4095
123,4095
124,4095
125,4095
126,1272
127,1663
128,2047
128,4095
129,4095
130,4095
131,4095
132,4095
133,1130
134,676
134,4095
135,4095
136,4095
137,4095
138,4095
139,2288
140,2307
140,4095
141,4095
142,4095
143,4095
144,4095
145,877
146,1200
146,4095
147,4095
148,4095
149,4095
150,4095
151,2063
152,1757
153,1323
153,4095
154,4095
155,4095
156,4095
157,4095
158,2081
159,2277
159,2477
160,4095
161,4095
162,4095
163,4095
164,4095
165,840
165,3189
166,4095
167,4095
168,4095
169,4095
170,4095
171,2103
172,1830
172,4095
173,4095
174,4095
175,4095
176,4095
177,1710
178,2037
179,2329
179,4095
180,4095
181,4095
182,4095
183,4095
184,688
184,860
185,4095
186,4095
187,4095
188,4095
189,2275
190,2289
190,2286
191,4095
192,4095
193,4095
194,4095
195,4095
196,1232
197,1642
197,4095
198,4095
199,4095
200,4095
201,4095
202,4095
203,1248
204,732
204,4095
205,4095
206,4095
207,4095
208,4095
209,2267
209,2343
210,4095
211,4095
212,4095
213,4095
214,4095
215,875
215,1219
216,4095
217,4095
218,4095
219,4095
220,4095
221,2110
222,1831
222,4095
223,4095
224,4095
225,4095
226,4095
227,4095
228,2028
229,2277
229,4095
230,4095
231,4095
232,4095
233,4095
234,4095
235,818
235,4095
236,4095
237,4095
238,4095
239,4095
240,4095
241,2141
241,2222
242,4095
243,4095
244,4095
245,4095
246,4095
247,1648
248,2005
248,4095
249,4095
250,4095
251,4095
252,4095
253,4095
254,668
254,4095
255,4095
256,4095
257,4095
258,4095
259,4095
260,2303
260,2231
261,4095
262,4095
263,4095
264,4095
265,4095
266,4095
267,1614
267,4095
268,4095
269,4095
270,4095
271,4095
272,4095
273,1205
273,716
274,4095
275,4095
276,4095
277,4095
278,4095
279,2275
279,2347
280,4095
281,4095
282,4095
283,4095
284,4095
285,4095
286,1173
286,1758
287,4095
288,4095
289,4095
290,4095
291,4095
292,4095
292,1328
293,4095
294,4095
295,4095
296,4095
297,4095
298,4095
299,2271
299,2366
300,4095
301,4095
302,4095
303,4095
304,4095
305,4095
305,1165
306,4095
307,4095
308,4095
309,4095
310,4095
311,4095
312,4095
312,1360
313,4095
314,4095
315,4095
316,4095
317,4095
318,4095
319,2267
319,2391
320,4095
321,4095
322,4095
323,4095
324,4095
325,4095
325,1156
326,4095
327,4095
328,4095
329,4095
330,4095
331,4095
332,4095
332,1382
333,4095
334,4095
335,4095
336,4095
337,4095
338,4095
338,2275
339,2463
340,4095
341,4095
342,4095
343,4095
344,4095
345,4095
345,1142
346,4095
347,4095
348,4095
349,4095
350,4095
351,4095
352,4095
352,1420
353,4095
354,4095
355,4095
356,4095
357,4095
358,4095
358,2267
359,3569
360,4095
361,4095
362,4095
363,4095
364,4095
365,4095
365,1136
366,4095
367,4095
368,4095
369,4095
370,4095
371,4095
371,4095
372,1452
373,4095
374,4095
375,4095
376,4095
377,4095
378,4095
378,2259
379,4095
380,4095
381,4095
382,4095
383,4095
384,4095
384,4095
385,1129
386,4095
387,4095
388,4095
389,4095
390,4095
391,4095
391,4095
392,1490
393,4095
394,4095
395,4095
396,4095
397,4095
398,4095
398,2257
399,4095
400,4095
401,4095
402,4095
403,4095
404,4095
404,4095
405,1124
406,4095
407,4095
408,4095
409,4095
410,4095
411,4095
411,1887
412,1568
413,4095
414,4095
415,4095
416,4095
417,4095
417,4095
418,2256
419,4095
420,4095
421,4095
422,4095
423,4095
424,4095
424,4095
425,1116
426,4095
427,4095
428,4095
429,4095
430,4095
430,4095
431,1870
432,1780
433,4095
434,4095
435,4095
436,4095
437,4095
437,4095
438,2255
439,4095
440,4095
441,4095
442,4095
443,4095
444,4095
444,4095
445,1116
446,4095
447,4095
448,4095
449,4095
450,4095
450,4095
451,1886
452,2628
453,4095
454,4095
455,4095
456,4095
457,4095
457,4095
458,2242
459,4095
460,4095
461,4095
462,4095
463,4095
463,4095
464,4095
465,1108
466,4095
467,4095
468,4095
469,4095
470,4095
470,4095
471,1901
472,4095
473,4095
474,4095
475,4095
476,4095
477,4095
477,4095
478,2243
479,4095
480,4095
481,4095
482,4095
483,4095
483,4095
484,4095
485,1102
486,4095
487,4095
488,4095
489,4095
490,4095
490,4095
491,1913
492,4095
493,4095
494,4095
495,4095
496,4095
496,4095
497,4095
498,2234
499,4095
500,4095
501,4095
502,4095
503,4095
503,4095
504,4095
505,1096
506,4095
507,4095
508,4095
509,4095
509,4095
510,4095
511,1923
512,4095
513,4095
514,4095
515,4095
516,4095
516,4095
517,4095
518,2233
519,4095
520,4095
521,4095
522,4095
523,4095
523,4095
524,4095
525,1088
526,4095
527,4095
528,4095
529,4095
529,4095
530,4095
531,1943
532,4095
533,4095
534,4095
535,4095
536,4095
536,4095
537,4095
538,2231
539,4095
540,4095
541,4095
542,4095
542,4095
543,4095
544,4095
545,1078
546,4095
547,4095
548,4095
549,4095
549,4095
550,4095
551,1943
552,4095
553,4095
554,4095
555,4095
555,4095
556,4095
557,4095
558,2222
559,4095
560,4095
561,4095
562,4095
562,4095
563,4095
564,4095
565,1069
566,4095
567,4095
568,4095
