Time,Read
2300,4095
2301,4095
2302,4095
2303,4095
2304,4095
2305,4095
2306,4095
2307,4095
2307,4095
2308,4095
2309,1968
2310,1535
2311,937
2312,4095
2313,4095
2314,4095
2315,4095
2316,4095
2317,4095
2318,4095
2319,4095
2320,4095
2321,4095
2322,4095
2323,4095
2324,4095
2325,4095
2326,4095
2326,4095
2327,4095
2328,4095
2329,1968
2330,1565
2331,969
2332,4095
2333,4095
2334,4095
2335,4095
2336,4095
2337,4095
2338,4095
2339,4095
2340,4095
2341,4095
2342,4095
2343,4095
2344,4095
2345,4095
2346,4095
2346,4095
2347,4095
2348,2223
2349,1984
2350,1584
2351,1008
2352,4095
2353,4095
2354,4095
2355,4095
2356,4095
2357,4095
2358,4095
2359,4095
2360,4095
2361,4095
2362,4095
2363,4095
2364,4095
2365,4095
2366,4095
2367,4095
2367,4095
2368,4095
2369,4095
2370,1535
2371,928
2372,4095
2373,4095
2374,4095
2375,4095
2376,4095
2377,4095
2378,4095
2379,4095
2380,4095
2381,4095
2382,4095
2383,4095
2384,4095
2385,4095
2386,4095
2386,4095
2387,4095
2388,4095
2389,4095
2390,1562
2391,956
2392,4095
2393,4095
2394,4095
2395,4095
2396,4095
2397,4095
2398,4095
2399,4095
2400,4095
2401,4095
2402,4095
2403,4095
2404,4095
2405,4095
2405,4095
2406,4095
2407,4095
2408,4095
2409,4095
2410,1590
2411,987
2412,4095
2413,4095
2414,4095
2415,4095
2416,4095
2417,4095
2418,4095
2419,4095
2420,4095
2421,4095
2422,4095
2423,4095
2424,4095
2424,4095
2425,4095
2426,4095
2427,4095
2428,4095
2429,4095
2430,1609
2431,1012
2432,728
2433,4095
2434,4095
2435,4095
2436,4095
2437,4095
2438,4095
2439,4095
2440,4095
2441,4095
2442,4095
2443,4095
2444,4095
2444,4095
2445,4095
2446,4095
2447,4095
2448,4095
2449,4095
2450,1630
2451,1052
2452,746
2453,4095
2454,4095
2455,4095
2456,4095
2457,4095
2458,4095
2459,4095
2460,4095
2461,4095
2462,4095
2463,4095
2463,4095
2464,4095
2465,4095
2466,4095
2467,4095
2468,4095
2469,4095
2470,1655
2471,1089
2472,760
2473,4095
2474,4095
2475,4095
2476,4095
2477,4095
2478,4095
2479,4095
2480,4095
2481,4095
2482,4095
2482,4095
2483,4095
2484,4095
2485,4095
2486,4095
2487,4095
2488,4095
2489,4095
2490,1683
2491,1112
2492,779
2493,4095
2494,4095
2495,4095
2496,4095
2497,4095
2498,4095
2499,4095
2500,4095
2501,4095
2501,4095
2502,4095
2503,4095
2504,4095
2505,4095
2506,4095
2507,4095
2508,4095
2509,4095
2510,1694
2511,1146
2512,795
2513,4095
2514,4095
2515,4095
2516,4095
2517,4095
2518,4095
2519,4095
2520,4095
2521,4095
2521,4095
2522,4095
2523,4095
2524,4095
2525,4095
2526,4095
2527,4095
2528,4095
2529,4095
2530,1717
2531,1169
2532,795
2533,4095
2534,4095
2535,4095
2536,4095
2537,4095
2538,4095
2539,4095
2540,4095
2540,4095
2541,4095
2542,4095
2543,4095
2544,4095
2545,4095
2546,4095
2547,4095
2548,4095
2549,4095
2550,1735
2551,1200
2552,787
2553,4095
2554,4095
2555,4095
2556,4095
2557,4095
2558,4095
2559,4095
2559,4095
2560,4095
2561,4095
2562,4095
2563,4095
2564,4095
2565,4095
2566,4095
2567,4095
2568,4095
2569,4095
2570,1744
2571,1228
2572,772
2573,4095
2574,4095
2575,4095
2576,4095
2577,4095
2578,4095
2578,4095
2579,4095
2580,4095
2581,4095
2582,4095
2583,4095
2584,4095
2585,4095
2586,4095
2587,4095
2588,4095
2589,4095
2590,1765
2591,1253
2592,754
2593,4095
2594,4095
2595,4095
2596,4095
2597,4095
2597,4095
2598,4095
2599,4095
2600,4095
2601,4095
2602,4095
2603,4095
2604,4095
2605,4095
2606,4095
2607,4095
2608,4095
2609,4095
2610,1780
2611,1283
2612,744
2613,4095
2614,4095
2615,4095
2616,4095
2617,4095
2617,4095
2618,4095
2619,4095
2620,4095
2621,4095
2622,4095
2623,4095
2624,4095
2625,4095
2626,4095
2627,4095
2628,4095
2629,4095
2630,1795
2631,1296
2632,746
2633,4095
2634,4095
2635,4095
2636,4095
2636,4095
2637,4095
2638,4095
2639,4095
2640,4095
2641,4095
2642,4095
2643,4095
2644,4095
2645,4095
2646,4095
2647,4095
2648,4095
2649,2119
2650,1810
2651,1287
2652,752
2653,4095
2654,4095
2655,4095
2655,4095
2656,4095
2657,4095
2658,4095
2659,4095
2660,4095
2661,4095
2662,4095
2663,4095
2664,4095
2665,4095
2666,4095
2667,4095
2668,4095
2669,2128
2670,1826
2671,1347
2672,754
2673,4095
2674,4095
2674,4095
2675,4095
2676,4095
2677,4095
2678,4095
2679,4095
2680,4095
2681,4095
2682,4095
2683,4095
2684,4095
2685,4095
2686,4095
2687,4095
2688,4095
2689,2130
2690,1845
2691,1362
2692,763
2693,4095
2694,4095
2694,4095
2695,4095
2696,4095
2697,4095
2698,4095
2699,4095
2700,4095
2701,4095
2702,4095
2703,4095
2704,4095
2705,4095
2706,4095
2707,4095
2708,4095
2709,4095
2710,1854
2711,1386
2712,772
2713,4095
2713,4095
2714,4095
2715,4095
2716,4095
2717,4095
2718,4095
2719,4095
2720,4095
2721,4095
2722,4095
2723,4095
2724,4095
2725,4095
2726,4095
2727,4095
2728,4095
2729,2147
2730,1872
2731,1408
2732,788
2732,4095
2733,4095
2734,4095
2735,4095
2736,4095
2737,4095
2738,4095
2739,4095
2740,4095
2741,4095
2742,4095
2743,4095
2744,4095
2745,4095
2746,4095
2747,4095
2748,4095
2749,2160
2750,1879
2751,1423
2752,801
2752,4095
2753,4095
2754,4095
2755,4095
2756,4095
2757,4095
2758,4095
2759,4095
2760,4095
2761,4095
2762,4095
2763,4095
2764,4095
2765,4095
2766,4095
2767,4095
2768,4095
2769,2169
2770,1891
2771,1447
2772,817
2772,4095
2773,4095
2774,4095
2775,4095
2776,4095
2777,4095
2778,4095
2779,4095
2780,4095
2781,4095
2782,4095
2783,4095
2784,4095
2785,4095
2786,4095
2787,4095
2788,4095
2789,2198
2790,1910
2791,1494
2792,836
2792,4095
2793,4095
2794,4095
2795,4095
2796,4095
2797,4095
2798,4095
2799,4095
2800,4095
2801,4095
2802,4095
2803,4095
2804,4095
2805,4095
2806,4095
2807,4095
2808,4095
2809,2177
2810,1919
2811,1488
2811,886
2812,1938
2813,4095
2814,4095
2815,4095
2816,4095
2817,4095
2818,4095
2819,4095
2820,4095
2821,4095
2822,4095
2823,4095
2824,4095
2825,4095
2826,4095
2827,4095
2828,4095
2829,2192
2830,1936
2830,1508
2831,880
2832,813
2833,4095
2834,4095
2835,4095
2836,4095
2837,4095
2838,4095
2839,4095
2840,4095
2841,4095
2842,4095
2843,4095
2844,4095
2845,4095
2846,4095
2847,2175
2847,2295
2848,2218
2849,1979
2850,1589
2851,988
2852,4095
2853,4095
2854,4095
2855,4095
2856,4095
2857,4095
2858,4095
2859,4095
2860,4095
2861,4095
2862,4095
2863,4095
2864,4095
2865,4095
2866,4095
2867,2163
2867,2299
2868,2221
2869,1987
2870,1611
2871,1008
2872,724
2873,4095
2874,4095
2875,4095
2876,4095
2877,4095
2878,4095
2879,4095
2880,4095
2881,4095
2882,4095
2883,4095
2884,4095
2885,4095
2886,4095
2886,2158
2887,2293
2888,2223
2889,1997
2890,1612
2891,1035
2892,680
2893,4095
2894,4095
2895,4095
2896,4095
2897,4095
2898,4095
2899,4095
2900,4095
2901,4095
2902,4095
2903,4095
2904,4095
2905,4095
2905,4095
2906,2138
2907,2293
2908,2229
2909,2014
2910,1646
2911,1056
2912,704
2913,4095
2914,4095
2915,4095
2916,4095
2917,4095
2918,4095
2919,4095
2920,4095
2921,4095
2922,4095
2923,4095
2924,4095
2924,4095
2925,4095
2926,2133
2927,2289
2928,2225
2929,2029
2930,1661
2931,1078
2932,704
2933,4095
2934,4095
2935,4095
2936,4095
2937,4095
2938,4095
2939,4095
2940,4095
2941,4095
2942,4095
2943,4095
2944,4095
2944,4095
2945,1823
2946,2127
2947,2288
2948,2221
2949,2038
2950,1677
2951,1105
2952,710
2953,4095
2954,4095
2955,4095
2956,4095
2957,4095
2958,4095
2959,4095
2960,4095
2961,4095
2962,4095
2963,4095
2963,4095
2964,4095
2965,1807
2966,2112
2967,2283
2968,2241
2969,2043
2970,1690
2971,1136
2972,694
2973,984
2974,4095
2975,4095
2976,4095
2977,4095
2978,4095
2979,4095
2980,4095
2980,4095
2981,4095
2982,4095
2983,928
2984,1293
2985,1705
2986,2061
2987,2270
2988,2273
2989,2119
2990,1814
2991,1344
2992,4095
2993,4095
2994,4095
2995,4095
2996,4095
2997,4095
2998,4095
2999,4095
2999,4095
3000,4095
3001,4095
3002,4095
3003,916
3004,1244
3005,1690
3006,2038
3007,2263
3008,2274
3009,2118
3010,1985
3011,1357
3012,1185
3013,4095
3014,4095
3015,4095
3016,4095
3017,4095
3018,4095
3019,4095
3019,4095
3020,4095
3021,4095
3022,4095
3023,901
3024,1260
3025,1676
3026,2023
3027,2259
3028,2279
3029,2131
3030,1834
3031,1357
3032,790
3033,4095
3034,4095
3035,4095
3036,4095
3036,4095
3037,4095
3038,4095
3039,4095
3040,4095
3041,1069
3042,686
3043,832
3044,1168
3045,1585
3046,1966
3047,2253
3048,2355
3049,4095
3050,4095
3051,4095
3052,4095
3053,4095
3053,4095
3054,4095
3055,4095
3056,4095
3057,4095
3058,4095
3059,2006
3060,1705
3061,1152
3062,684
3063,794
3064,1117
3065,1535
3066,1957
3067,2339
3068,4095
3069,4095
3070,4095
3070,4095
3071,4095
3072,4095
3073,4095
3074,4095
3075,4095
3076,4095
3077,2293
3078,2275
3079,2098
3080,1767
3081,1238
3082,658
3083,764
3084,1094
3085,1535
3086,4095
3087,4095
3088,4095
3088,4095
3089,4095
3090,4095
3091,4095
3092,4095
3093,4095
3094,4095
3095,1699
3096,2063
3097,2271
3098,2288
3099,2127
3100,1814
3101,1327
3102,704
3103,746
3104,1605
3105,4095
3105,4095
3106,4095
3107,4095
3108,4095
3109,4095
3110,4095
3111,4095
3112,4095
3113,849
3114,1193
3115,1610
3116,1985
3117,2247
3118,2303
3119,2177
3120,1913
3121,1456
3122,832
3122,4095
3123,4095
3124,4095
3125,4095
3126,4095
3127,4095
3128,4095
3129,4095
3130,4095
3131,1166
3132,672
3133,784
3134,1100
3135,1520
3136,1906
3137,2203
3138,2320
3139,2247
3140,2032
3140,4095
3141,4095
3142,4095
3143,4095
3144,4095
3145,4095
3146,4095
3147,4095
3148,4095
3149,2099
3150,1775
3151,1254
3152,672
3153,752
3154,1048
3155,1472
3156,1872
3157,2199
3157,2359
3158,2527
3159,4095
3160,4095
3161,4095
3162,4095
3163,4095
3164,4095
3165,4095
3166,4095
3167,2221
3168,2279
3169,2131
3170,1826
3171,1333
3172,704
3173,728
3174,1004
3174,1429
3175,1846
3176,2231
3177,4095
3178,4095
3179,4095
3180,4095
3181,4095
3182,4095
3183,4095
3184,4095
3185,1612
3186,1985
3187,2229
3188,2287
3189,2158
3190,1872
3191,1456
3192,778
3193,706
3193,972
3194,4095
3195,4095
3196,4095
3197,4095
3198,4095
3199,4095
3200,4095
3201,1280
3202,674
3203,749
3204,1033
3205,1440
3206,1841
3207,2158
3207,2302
3208,2238
3209,2030
3210,1671
3211,1285
3212,4095
3213,4095
3214,4095
3215,4095
3216,4095
3217,4095
3218,4095
3219,2143
3220,1848
3221,1360
3222,729
3223,724
3224,978
3224,1360
3225,1776
3226,2141
3227,2416
3228,4095
3229,4095
3230,4095
3231,4095
3232,4095
3233,4095
3234,4095
3235,1589
3236,1967
3237,2234
3238,2307
3239,2191
3240,1918
3241,1488
3242,848
3242,691
3243,912
3244,4095
3245,4095
3246,4095
3247,4095
3248,4095
3249,4095
3250,1813
3251,1328
3252,693
3253,724
3254,1002
3255,1412
3255,1819
3256,2143
3257,2303
3258,2258
3259,2064
3260,1722
3261,1190
3262,4095
3263,4095
3264,4095
3265,4095
3266,4095
3267,4095
3268,2288
3269,2150
3270,1867
3271,1406
3272,768
3273,710
3273,882
3274,1328
3275,1744
3276,2100
3277,2338
3278,2687
3279,4095
3280,4095
3281,4095
3282,4095
3283,4095
3284,1109
3285,1521
3286,1917
3287,2192
3288,2295
3289,2195
3290,1941
3291,1520
3292,889
3292,678
3293,882
3294,1383
3295,4095
3296,4095
3297,4095
3298,4095
3299,4095
3300,1875
3301,1402
3302,768
3303,708
3303,953
3304,1274
3305,1744
3306,2083
3307,2286
3308,2279
3309,2129
3310,1855
3311,4095
3312,4095
3313,4095
3314,4095
3315,4095
3316,1934
3317,2224
3318,2314
3319,2202
3320,1949
3321,1526
3322,898
3322,675
3323,878
3324,1240
3325,1680
3326,2094
3327,4095
3328,4095
3329,4095
3330,4095
3331,4095
3332,737
3333,713
3334,970
3334,1344
3335,1753
3336,2101
3337,2299
3338,2275
3339,2101
3340,1776
3341,1264
3342,722
3343,4095
3344,4095
3345,4095
3346,1904
3347,2187
3348,2298
3349,2197
3350,1957
3351,1535
3351,915
3352,669
3353,866
3354,1219
3355,1663
3356,2063
3357,4095
3358,4095
3359,4095
3360,4095
3361,4095
3362,789
3363,704
3363,939
3364,1305
3365,1713
3366,2066
3367,2253
3368,2263
3369,2107
3370,1788
3371,1264
3372,718
3373,4095
3374,4095
3375,4095
3376,1897
3377,2191
3378,2315
3379,2215
3380,1990
3380,1597
3381,978
3382,676
3383,840
3384,1186
3385,1613
3386,2015
3387,2598
3388,4095
3389,4095
3390,4095
3391,4095
3392,798
3393,692
3393,927
3394,1286
3395,1709
3396,2021
3397,2285
3398,2271
3399,2125
3400,1820
3401,1321
3402,744
3403,4095
3404,4095
3405,4095
3406,1858
3407,2162
3408,2295
3409,2222
3409,1993
3410,1606
3411,1062
3412,672
3413,850
3414,1200
3415,1619
3416,1999
3417,2263
3418,2350
3419,2348
3420,4095
3421,4095
3422,4095
3423,4095
3424,996
3424,1373
3425,1775
3426,2107
3427,2285
3428,2251
3429,2064
3430,1747
3431,1152
3432,681
3433,796
3434,1147
3435,1680
3436,4095
3437,4095
3438,4095
3439,4095
3440,1971
3441,1562
3441,942
3442,672
3443,857
3444,1205
3445,1621
3446,1985
3447,2241
3448,2298
3449,2171
3450,1914
3451,1554
3452,4095
3453,4095
3454,4095
3455,4095
3456,1837
3457,2175
3457,2311
3458,2241
3459,2037
3460,1679
3461,1099
3462,694
3463,817
3464,1144
3465,1570
3466,1943
3467,2227
3468,2334
3469,2315
3470,4095
3471,4095
3472,4095
3473,4095
3474,968
3474,1337
3475,1751
3476,2095
3477,2298
3478,2285
3479,2099
3480,1771
3481,1242
3482,656
3483,756
3484,1096
3485,1625
3486,4095
3487,4095
3488,4095
3489,4095
3490,1987
3490,1600
3491,984
3492,720
3493,832
3494,1168
3495,1586
3496,1969
3497,2181
3498,2318
3499,2210
3500,1967
3501,1670
3502,4095
3503,4095
3504,4095
3505,4095
3505,1778
3506,2111
3507,2289
3508,2256
3509,2065
3510,1702
3511,1148
3512,688
3513,800
3514,1109
3515,1535
3516,1935
3517,2195
3518,2367
3519,2471
3520,4095
3521,4095
3522,4095
3522,4095
3523,922
3524,1280
3525,1694
3526,2043
3527,2262
3528,2271
3529,2112
3530,1797
3531,1290
3532,683
3533,745
3534,1074
3535,1882
3536,4095
3537,4095
3538,4095
3538,2303
3539,2032
3540,1667
3541,1088
3542,690
3543,821
3544,1152
3545,1571
3546,1944
3547,2215
3548,2295
3549,2179
3550,1925
3551,1488
3552,889
3553,4095
3553,4095
3554,1339
3555,1761
3556,2101
3557,2291
3558,2274
3559,2097
3560,1767
3561,1232
3562,656
3563,757
3564,1063
3565,1476
3566,1883
3567,2192
3568,2357
3569,4095
3570,4095
3570,4095
3571,4095
3572,669
3573,867
3574,1207
3575,1627
3576,1999
3577,2251
3578,2303
3579,2173
3580,1887
3581,1425
3582,792
3583,733
3584,4095
3584,4095
3585,4095
3586,2091
3587,2283
3588,2256
3589,2073
3590,1722
3591,1199
3592,662
3593,776
3594,1085
3595,1498
3596,1899
3597,2267
3598,2320
3599,2256
3600,2083
3601,4095
3601,4095
3602,4095
3603,4095
3604,1290
3605,1703
3606,2047
3607,2271
3608,2271
3609,2105
3610,1792
3611,1270
3612,1152
3613,769
3614,1072
3615,1483
3616,1887
3617,2191
3618,2321
3619,2273
3620,2160
3620,4095
3621,4095
3622,4095
3623,4095
3624,1268
3625,1680
3626,2031
3627,2255
3628,2269
3629,2119
3630,1809
3631,1308
3632,688
3633,736
3634,1022
3635,1439
3636,1872
3637,2202
3638,2559
3638,4095
3639,4095
3640,4095
3641,4095
3642,694
3643,812
3644,1135
3645,1562
3646,1943
3647,2207
3648,2295
3649,2182
3650,1924
3651,1490
3652,857
3653,748
3653,4095
3654,4095
3655,4095
3656,2064
3657,2287
3658,2287
3659,2126
3660,1814
3661,1313
3662,688
3663,736
3664,1009
3665,1426
3666,1839
3667,2155
3668,2325
3668,2299
3669,4095
3670,4095
3671,4095
3672,4095
3673,4095
3674,1235
3675,1663
3676,2023
3677,2267
3678,2301
3679,2146
3680,1870
3681,1388
3682,752
3683,709
3684,974
3684,1458
3685,4095
3686,4095
3687,4095
3688,4095
3689,4095
3690,1748
3691,1219
3692,656
3693,774
3694,1068
3695,1488
3696,1885
3697,2186
3698,2317
3699,2235
3700,2007
3701,1621
3701,1056
3702,1612
3703,4095
3704,4095
3705,4095
3706,4095
3707,4095
3708,2270
3709,2117
3710,1803
3711,1296
3712,682
3713,739
3714,1010
3715,1430
3716,1842
3717,2159
3718,2295
3718,2271
3719,2116
3720,4095
3721,4095
3722,4095
3723,4095
3724,4095
3725,4095
3726,2000
3727,2247
3728,2277
3729,2147
3730,1861
3731,1378
3732,741
3733,713
3734,976
3734,1366
3735,1872
3736,4095
3737,4095
3738,4095
3739,4095
3740,4095
3741,4095
3742,642
3743,768
3744,1056
3745,1472
3746,1857
3747,2165
3748,2299
3749,2213
3750,1997
3751,1611
3751,1008
3752,732
3753,4095
3754,4095
3755,4095
3756,4095
3757,4095
3758,2299
3759,2146
3760,1858
3761,1388
3762,746
3763,716
3764,966
3764,1348
3765,1780
3766,2153
3767,4095
3768,4095
3769,4095
3770,4095
3771,4095
3772,4095
3773,4095
3774,1145
3775,1571
3776,1958
3777,2226
3778,2307
3779,2190
3780,1936
3781,1506
3782,871
3783,688
3783,932
3784,4095
3785,4095
3786,4095
3787,4095
3788,4095
3789,4095
3790,1835
3791,1342
3792,714
3793,720
3794,991
3795,1365
3795,1787
3796,2131
3797,2355
3798,3071
3799,4095
3800,4095
3801,4095
3802,4095
3803,4095
3804,4095
3805,4095
3806,1942
3807,2195
3808,2294
3809,2173
3810,1916
3811,1467
3812,841
3813,689
3813,928
3814,4095
3815,4095
3816,4095
3817,4095
3818,4095
3819,4095
3820,4095
3821,4095
3822,720
3823,725
3824,988
3825,1360
3826,1771
3826,2114
3827,2302
3828,2299
3829,2253
3830,4095
3831,4095
3832,4095
3833,4095
3834,4095
3835,4095
3836,4095
3837,2303
3838,2303
3839,2190
3840,1919
3841,1475
3842,838
3843,688
3843,921
3844,1328
3845,4095
3846,4095
3847,4095
3848,4095
3849,4095
3850,4095
3851,4095
3852,4095
3853,750
3854,1050
3855,1459
3856,1853
3857,2167
3858,2311
3859,2236
3860,2023
3861,1639
3861,992
3862,801
3863,4095
3864,4095
3865,4095
3866,4095
3867,4095
3868,4095
3869,2169
3870,1898
3871,1442
3872,802
3873,692
3874,926
3874,1310
3875,1759
3876,2594
3877,4095
3878,4095
3879,4095
3880,4095
3881,4095
3882,4095
3883,4095
3884,4095
3885,1493
3886,1889
3887,2179
3888,2301
3889,2196
3890,1968
3891,1558
3892,935
3892,673
3893,937
3894,4095
3895,4095
3896,4095
3897,4095
3898,4095
3899,4095
3900,4095
3901,1446
3902,812
3903,695
3904,925
3904,1299
3905,1722
3906,2106
3907,2417
3908,4095
3909,4095
3910,4095
3911,4095
3912,4095
3913,4095
3914,4095
3915,4095
3916,4095
3917,2202
3918,2310
3919,2210
3920,1974
3921,1565
3922,950
3922,673
3923,894
3924,4095
3925,4095
3926,4095
3927,4095
3928,4095
3929,4095
3930,4095
3931,4095
3932,4095
3933,716
3934,976
3935,1356
3936,1766
3936,2111
3937,2299
3938,2285
3939,2131
3940,1908
3941,4095
3942,4095
3943,4095
3944,4095
3945,4095
3946,4095
3947,4095
3948,4095
3949,4095
3950,4095
3951,1482
3952,848
3953,690
3953,906
3954,1289
3955,1741
3956,4095
3957,4095
3958,4095
3959,4095
3960,4095
3961,4095
3962,4095
3963,4095
3964,4095
3965,4095
3966,4095
3967,2163
3968,2295
3969,2219
3970,1993
3971,1605
3972,992
3972,688
3973,974
3974,4095
3975,4095
3976,4095
3977,4095
3978,4095
3979,4095
3980,4095
3981,4095
3982,4095
3983,699
3984,940
3984,1296
3985,1722
3986,2069
3987,2293
3988,2334
3989,4095
3990,4095
3991,4095
3992,4095
3993,4095
3994,4095
3995,4095
3996,4095
3997,4095
3998,4095
3999,4095
4000,4095
4001,1562
4002,940
4003,673
4003,865
4004,1296
4005,4095
4006,4095
4007,4095
4008,4095
4009,4095
4010,4095
4011,4095
4012,4095
4013,4095
4014,4095
4015,4095
4016,4095
4017,2151
4018,2315
4019,2243
4020,2030
4020,1670
4021,1098
4022,700
4023,880
4024,4095
4025,4095
4026,4095
4027,4095
4028,4095
4029,4095
4030,4095
4031,4095
4032,4095
4033,4095
4034,4095
4035,1375
4036,1787
4037,2119
4038,2303
4038,2259
4039,2081
4040,1733
4041,1208
4042,704
4043,4095
4044,4095
4045,4095
4046,4095
4047,4095
4048,4095
4049,4095
4050,4095
4051,4095
4052,4095
4053,4095
4054,4095
4055,1359
4056,1775
4057,2109
4057,2295
4058,2273
4059,2087
4060,1754
4061,1235
4062,730
4063,4095
4064,4095
4065,4095
4066,4095
4067,4095
4068,4095
4069,4095
4070,4095
4071,4095
4072,4095
4073,4095
4074,4095
4075,1339
4076,1841
4076,2098
4077,2295
4078,2283
4079,2105
4080,1787
4081,1285
4082,850
4083,4095
4084,4095
4085,4095
4086,4095
4087,4095
4088,4095
4089,4095
4090,4095
4091,4095
4092,4095
4093,4095
4094,4095
4095,1326
4095,1741
4096,2085
4097,2288
4098,2293
4099,2122
4100,1809
4101,1344
4102,4095
4103,4095
4104,4095
4105,4095
4106,4095
4107,4095
4108,4095
4109,4095
4110,4095
4111,4095
4112,4095
4113,4095
4114,4095
4115,4095
4116,4095
4116,2099
4117,2290
4118,2283
4119,2101
4120,1777
4121,1262
4122,704
4123,4095
4124,4095
4125,4095
4126,4095
4127,4095
4128,4095
4129,4095
4130,4095
4131,4095
4132,4095
4133,4095
4134,4095
4135,4095
4136,4095
4136,2082
4137,2288
4138,2279
4139,2117
4140,1796
4141,1305
4142,746
4143,4095
4144,4095
4145,4095
4146,4095
4147,4095
4148,4095
4149,4095
4150,4095
4151,4095
4152,4095
4153,4095
4154,4095
4155,4095
4155,1719
4156,2078
4157,2287
4158,2287
4159,2128
4160,1823
4161,1343
4162,1143
4163,4095
4164,4095
4165,4095
4166,4095
4167,4095
4168,4095
4169,4095
4170,4095
4171,4095
4172,4095
4173,4095
4174,4095
4175,4095
4176,4095
4176,4095
4177,2282
4178,2275
4179,2115
4180,1776
4181,1274
4182,698
4183,4095
4184,4095
4185,4095
4186,4095
4187,4095
4188,4095
4189,4095
4190,4095
4191,4095
4192,4095
4193,4095
4194,4095
4195,4095
4195,4095
4196,4095
4197,2287
4198,2288
4199,2113
4200,1805
4201,1306
4202,736
4203,4095
4204,4095
4205,4095
4206,4095
4207,4095
4208,4095
4209,4095
4210,4095
4211,4095
4212,4095
4213,4095
4214,4095
4214,4095
4215,4095
4216,4095
4217,2283
4218,2285
4219,2129
4220,1829
4221,1356
4222,770
4223,4095
4224,4095
4225,4095
4226,4095
4227,4095
4228,4095
4229,4095
4230,4095
4231,4095
4232,4095
4233,4095
4234,4095
4234,4095
4235,4095
4236,4095
4237,2271
4238,2291
4239,2140
4240,1852
4241,1390
4242,951
4243,4095
4244,4095
4245,4095
4246,4095
4247,4095
4248,4095
4249,4095
4250,4095
4251,4095
4252,4095
4253,4095
4253,4095
4254,4095
4255,4095
4256,4095
4257,2274
4258,2290
4259,2161
4260,1873
4261,1426
4262,4095
4263,4095
4264,4095
4265,4095
4266,4095
4267,4095
4268,4095
4269,4095
4270,4095
4271,4095
4272,4095
4273,4095
4274,4095
4274,4095
4275,4095
4276,4095
4277,4095
4278,4095
4279,2139
4280,1839
4281,1355
4282,756
4283,4095
4284,4095
4285,4095
4286,4095
4287,4095
4288,4095
4289,4095
4290,4095
4291,4095
4292,4095
4293,4095
4293,4095
4294,4095
4295,4095
4296,4095
4297,4095
4298,4095
4299,2143
4300,1858
4301,1390
4302,784
4303,4095
4304,4095
4305,4095
4306,4095
4307,4095
4308,4095
4309,4095
4310,4095
4311,4095
4312,4095
4312,4095
4313,4095
4314,4095
4315,4095
4316,4095
4317,4095
4318,4095
4319,2160
4320,1883
4321,1419
4322,837
4323,4095
4324,4095
4325,4095
4326,4095
4327,4095
4328,4095
4329,4095
4330,4095
4331,4095
4332,4095
4332,4095
4333,4095
4334,4095
4335,4095
4336,4095
4337,4095
4338,4095
4339,2170
4340,1891
4341,1456
4342,921
4343,4095
4344,4095
4345,4095
4346,4095
4347,4095
4348,4095
4349,4095
4350,4095
4351,4095
4351,4095
4352,4095
4353,4095
4354,4095
4355,4095
4356,4095
4357,4095
4358,4095
4359,2179
4360,1914
4361,1488
4362,1526
4363,4095
4364,4095
4365,4095
4366,4095
4367,4095
4368,4095
4369,4095
4370,4095
4371,4095
4372,4095
4372,4095
4373,4095
4374,4095
4375,4095
4376,4095
4377,4095
4378,4095
4379,4095
4380,4095
4381,1424
4382,804
4383,4095
4384,4095
4385,4095
4386,4095
4387,4095
4388,4095
4389,4095
4390,4095
4391,4095
4391,4095
4392,4095
4393,4095
4394,4095
4395,4095
4396,4095
4397,4095
4398,4095
4399,4095
4400,4095
4401,1446
4402,838
4403,4095
4404,4095
4405,4095
4406,4095
4407,4095
4408,4095
4409,4095
4410,4095
4410,4095
4411,4095
4412,4095
4413,4095
4414,4095
4415,4095
4416,4095
4417,4095
4418,4095
4419,4095
4420,4095
4421,1478
4422,872
4423,4095
4424,4095
4425,4095
4426,4095
4427,4095
4428,4095
4429,4095
4430,4095
4430,4095
4431,4095
4432,4095
4433,4095
4434,4095
4435,4095
4436,4095
4437,4095
4438,4095
4439,4095
4440,1935
4441,1499
4442,896
4443,4095
4444,4095
4445,4095
4446,4095
4447,4095
4448,4095
4449,4095
4449,4095
4450,4095
4451,4095
4452,4095
4453,4095
4454,4095
4455,4095
4456,4095
4457,4095
4458,4095
4459,4095
4460,1943
4461,1533
4462,931
4463,4095
4464,4095
4465,4095
4466,4095
4467,4095
4468,4095
4468,4095
4469,4095
4470,4095
4471,4095
4472,4095
4473,4095
4474,4095
4475,4095
4476,4095
4477,4095
4478,4095
4479,4095
4480,1959
4481,1561
4482,967
4483,4095
4484,4095
4485,4095
4486,4095
4487,4095
4487,4095
4488,4095
4489,4095
4490,4095
4491,4095
4492,4095
4493,4095
4494,4095
4495,4095
4496,4095
4497,4095
4498,4095
4499,4095
4500,1968
4501,1582
4502,999
4503,4095
4504,4095
4505,4095
4506,4095
4507,4095
4507,4095
4508,4095
4509,4095
4510,4095
4511,4095
4512,4095
4513,4095
4514,4095
4515,4095
4516,4095
4517,4095
4518,4095
4519,4095
4520,1986
4521,1606
4522,1045
4523,4095
4524,4095
4525,4095
4526,4095
4527,4095
4528,4095
4528,4095
4529,4095
4530,4095
4531,4095
4532,4095
4533,4095
4534,4095
4535,4095
4536,4095
4537,4095
4538,4095
4539,4095
4540,4095
4541,4095
4542,941
